date,air_temp_c,humidity_pct,rainfall_mm,precipitation_probability,wind_kmh,soil_temp_c,soil_moisture_pct,latitude,longitude,timezone
2026-01-07 18:00:00,23.96,86.8,0.0,54.8,5.03,22.08,60.45,-6.928572,107.628559,Asia/Jakarta
2026-01-07 21:00:00,25.44,85.1,0.0,58.9,4.82,24.3,48.34,-6.928572,107.628559,Asia/Jakarta
2026-01-08 00:00:00,25.1,82.3,3.8,40.5,4.09,23.28,60.76,-6.928572,107.628559,Asia/Jakarta
2026-01-08 03:00:00,23.33,93.7,0.0,55.8,4.15,22.76,58.98,-6.928572,107.628559,Asia/Jakarta
2026-01-08 06:00:00,25.36,82.2,0.0,35.8,2.64,24.48,47.5,-6.928572,107.628559,Asia/Jakarta
2026-01-08 09:00:00,29.97,76.5,0.0,34.2,4.67,28.77,52.26,-6.928572,107.628559,Asia/Jakarta
2026-01-08 12:00:00,30.27,73.3,0.0,39.9,7.51,29.52,45.44,-6.928572,107.628559,Asia/Jakarta
2026-01-08 15:00:00,28.38,79.4,0.0,53.7,7.45,26.47,43.11,-6.928572,107.628559,Asia/Jakarta
2026-01-08 18:00:00,23.09,90.6,3.04,62.6,4.94,21.57,58.51,-6.928572,107.628559,Asia/Jakarta
2026-01-08 21:00:00,24.92,88.8,2.61,54.4,4.36,24.31,63.33,-6.928572,107.628559,Asia/Jakarta
2026-01-09 00:00:00,24.44,82.0,0.0,44.1,4.02,22.61,52.8,-6.928572,107.628559,Asia/Jakarta
2026-01-09 03:00:00,23.88,84.6,0.0,40.8,4.78,22.0,56.85,-6.928572,107.628559,Asia/Jakarta
2026-01-09 06:00:00,24.82,85.7,0.0,57.5,3.63,22.92,50.93,-6.928572,107.628559,Asia/Jakarta
2026-01-09 09:00:00,28.29,78.3,0.0,48.3,6.61,27.05,42.48,-6.928572,107.628559,Asia/Jakarta
2026-01-09 12:00:00,30.48,74.1,2.28,34.6,5.98,28.65,47.55,-6.928572,107.628559,Asia/Jakarta
2026-01-09 15:00:00,29.12,77.2,6.88,33.8,5.69,28.26,61.12,-6.928572,107.628559,Asia/Jakarta
2026-01-09 18:00:00,23.93,90.1,4.24,52.8,3.53,23.06,62.8,-6.928572,107.628559,Asia/Jakarta
2026-01-09 21:00:00,24.49,85.5,2.43,50.7,5.99,23.46,61.15,-6.928572,107.628559,Asia/Jakarta
2026-01-10 00:00:00,23.86,86.2,0.0,43.7,3.6,21.93,58.89,-6.928572,107.628559,Asia/Jakarta
2026-01-10 03:00:00,24.57,83.5,1.87,53.2,4.56,23.18,63.28,-6.928572,107.628559,Asia/Jakarta
2026-01-10 06:00:00,25.44,88.1,5.18,47.2,3.56,24.75,69.72,-6.928572,107.628559,Asia/Jakarta
2026-01-10 09:00:00,27.59,75.8,0.0,34.8,6.5,26.93,49.15,-6.928572,107.628559,Asia/Jakarta
2026-01-10 12:00:00,29.54,74.0,6.77,37.5,8.38,27.74,51.93,-6.928572,107.628559,Asia/Jakarta
2026-01-10 15:00:00,27.79,75.5,0.0,39.3,6.67,26.08,39.53,-6.928572,107.628559,Asia/Jakarta
2026-01-10 18:00:00,25.35,80.8,0.0,38.8,3.96,23.92,56.54,-6.928572,107.628559,Asia/Jakarta
2026-01-10 21:00:00,24.83,84.9,6.36,58.7,4.56,23.47,67.85,-6.928572,107.628559,Asia/Jakarta
2026-01-11 00:00:00,22.68,95.2,0.0,49.6,4.69,22.06,51.23,-6.928572,107.628559,Asia/Jakarta
2026-01-11 03:00:00,23.22,90.0,1.6,45.7,4.91,22.67,58.04,-6.928572,107.628559,Asia/Jakarta
2026-01-11 06:00:00,23.36,87.0,2.6,59.6,3.32,21.68,56.95,-6.928572,107.628559,Asia/Jakarta
2026-01-11 09:00:00,29.22,79.9,2.24,36.6,5.05,28.32,44.41,-6.928572,107.628559,Asia/Jakarta
2026-01-11 12:00:00,29.93,71.0,0.0,42.0,7.88,28.77,47.74,-6.928572,107.628559,Asia/Jakarta
2026-01-11 15:00:00,28.86,75.6,2.88,37.3,6.16,27.46,50.44,-6.928572,107.628559,Asia/Jakarta
2026-01-11 18:00:00,25.17,87.7,5.9,54.2,3.3,23.38,70.77,-6.928572,107.628559,Asia/Jakarta
2026-01-11 21:00:00,24.26,82.5,0.0,52.8,4.52,23.5,59.21,-6.928572,107.628559,Asia/Jakarta
2026-01-12 00:00:00,24.06,87.1,0.0,45.8,4.03,22.1,60.03,-6.928572,107.628559,Asia/Jakarta
2026-01-12 03:00:00,23.91,87.1,8.2,46.8,3.06,22.67,71.63,-6.928572,107.628559,Asia/Jakarta
2026-01-12 06:00:00,24.49,85.8,4.36,56.0,2.81,23.81,60.63,-6.928572,107.628559,Asia/Jakarta
2026-01-12 09:00:00,29.77,79.3,1.93,51.1,7.31,29.19,48.74,-6.928572,107.628559,Asia/Jakarta
2026-01-12 12:00:00,31.06,74.2,0.0,38.2,5.18,30.36,37.27,-6.928572,107.628559,Asia/Jakarta
2026-01-12 15:00:00,28.31,82.5,3.24,46.2,6.47,26.75,57.02,-6.928572,107.628559,Asia/Jakarta
2026-01-12 18:00:00,23.43,84.1,9.23,45.9,5.44,21.51,69.12,-6.928572,107.628559,Asia/Jakarta
2026-01-12 21:00:00,24.44,83.4,3.56,57.8,4.97,23.22,61.48,-6.928572,107.628559,Asia/Jakarta
2026-01-13 00:00:00,23.92,87.5,2.62,43.0,4.6,23.21,64.7,-6.928572,107.628559,Asia/Jakarta
2026-01-13 03:00:00,22.71,93.2,2.8,65.7,5.26,22.21,57.43,-6.928572,107.628559,Asia/Jakarta
2026-01-13 06:00:00,24.68,89.8,0.0,55.7,5.53,23.45,54.14,-6.928572,107.628559,Asia/Jakarta
2026-01-13 09:00:00,28.45,81.1,0.0,42.1,7.31,27.59,52.79,-6.928572,107.628559,Asia/Jakarta
2026-01-13 12:00:00,30.65,77.4,4.34,39.3,6.66,29.58,57.16,-6.928572,107.628559,Asia/Jakarta
2026-01-13 15:00:00,30.41,77.3,1.65,44.9,7.64,28.47,42.75,-6.928572,107.628559,Asia/Jakarta
2026-01-13 18:00:00,23.5,84.9,2.2,57.1,5.69,22.78,52.09,-6.928572,107.628559,Asia/Jakarta
2026-01-13 21:00:00,25.11,90.2,0.0,44.0,3.43,24.02,56.97,-6.928572,107.628559,Asia/Jakarta
2026-01-14 00:00:00,22.74,88.7,6.3,56.9,5.84,20.91,70.89,-6.928572,107.628559,Asia/Jakarta
2026-01-14 03:00:00,23.96,88.3,4.26,55.1,4.9,23.12,60.97,-6.928572,107.628559,Asia/Jakarta
2026-01-14 06:00:00,22.77,95.2,0.0,65.4,2.85,21.82,49.66,-6.928572,107.628559,Asia/Jakarta
2026-01-14 09:00:00,27.54,78.6,0.0,32.0,5.78,26.42,41.01,-6.928572,107.628559,Asia/Jakarta
2026-01-14 12:00:00,31.55,68.8,0.0,25.0,6.34,30.3,43.93,-6.928572,107.628559,Asia/Jakarta
2026-01-14 15:00:00,29.2,74.2,0.0,41.5,6.6,28.0,51.48,-6.928572,107.628559,Asia/Jakarta
2026-01-14 18:00:00,23.36,89.6,0.0,43.4,5.96,21.42,51.79,-6.928572,107.628559,Asia/Jakarta
2026-01-14 21:00:00,24.57,86.2,0.0,45.4,5.49,23.5,48.71,-6.928572,107.628559,Asia/Jakarta
2026-01-15 00:00:00,23.58,86.6,3.59,55.4,5.41,23.06,61.23,-6.928572,107.628559,Asia/Jakarta
2026-01-15 03:00:00,25.1,88.3,0.0,63.6,5.11,23.24,60.33,-6.928572,107.628559,Asia/Jakarta
2026-01-15 06:00:00,24.83,83.4,6.51,54.6,3.17,23.19,65.33,-6.928572,107.628559,Asia/Jakarta
2026-01-15 09:00:00,29.75,77.5,1.83,32.8,6.46,28.07,41.76,-6.928572,107.628559,Asia/Jakarta
2026-01-15 12:00:00,29.6,74.7,0.0,29.8,6.14,28.8,39.65,-6.928572,107.628559,Asia/Jakarta
2026-01-15 15:00:00,29.81,79.4,0.0,40.1,5.22,27.94,39.73,-6.928572,107.628559,Asia/Jakarta
2026-01-15 18:00:00,25.33,89.7,0.0,48.8,5.31,24.72,54.49,-6.928572,107.628559,Asia/Jakarta
2026-01-15 21:00:00,24.76,83.5,0.0,51.7,3.89,23.43,60.53,-6.928572,107.628559,Asia/Jakarta
2026-01-16 00:00:00,22.77,89.3,2.56,47.7,3.79,21.88,64.62,-6.928572,107.628559,Asia/Jakarta
2026-01-16 03:00:00,23.64,89.9,0.0,50.9,4.15,21.73,56.91,-6.928572,107.628559,Asia/Jakarta
2026-01-16 06:00:00,23.48,90.0,0.0,57.5,4.12,22.01,58.22,-6.928572,107.628559,Asia/Jakarta
2026-01-16 09:00:00,27.8,75.3,0.0,28.2,4.67,26.49,40.86,-6.928572,107.628559,Asia/Jakarta
2026-01-16 12:00:00,30.67,72.5,0.0,47.3,6.89,29.08,42.4,-6.928572,107.628559,Asia/Jakarta
2026-01-16 15:00:00,30.11,76.5,0.0,48.5,7.55,28.57,41.58,-6.928572,107.628559,Asia/Jakarta
2026-01-16 18:00:00,23.15,89.0,4.16,46.7,5.93,21.3,62.03,-6.928572,107.628559,Asia/Jakarta
2026-01-16 21:00:00,24.43,82.5,0.0,41.1,5.82,23.8,60.19,-6.928572,107.628559,Asia/Jakarta
2026-01-17 00:00:00,23.14,91.0,4.05,66.3,3.67,21.46,71.73,-6.928572,107.628559,Asia/Jakarta
2026-01-17 03:00:00,23.12,93.0,0.0,58.3,5.35,21.45,50.73,-6.928572,107.628559,Asia/Jakarta
2026-01-17 06:00:00,24.87,86.9,0.0,45.6,5.96,23.17,55.64,-6.928572,107.628559,Asia/Jakarta
2026-01-17 09:00:00,27.78,83.5,0.85,38.7,7.03,27.26,48.39,-6.928572,107.628559,Asia/Jakarta
2026-01-17 12:00:00,30.3,70.8,2.36,32.9,5.22,29.25,45.36,-6.928572,107.628559,Asia/Jakarta
2026-01-17 15:00:00,29.23,76.3,0.0,33.7,6.81,27.74,51.64,-6.928572,107.628559,Asia/Jakarta
2026-01-17 18:00:00,23.4,90.5,0.0,43.2,5.47,22.74,53.82,-6.928572,107.628559,Asia/Jakarta
2026-01-17 21:00:00,24.64,85.9,2.93,59.5,3.02,23.2,55.47,-6.928572,107.628559,Asia/Jakarta
2026-01-18 00:00:00,24.26,89.4,0.0,50.5,3.53,23.11,55.09,-6.928572,107.628559,Asia/Jakarta
2026-01-18 03:00:00,24.88,82.1,0.0,49.8,4.43,23.73,60.85,-6.928572,107.628559,Asia/Jakarta
2026-01-18 06:00:00,25.16,84.5,4.49,56.4,5.05,24.2,61.88,-6.928572,107.628559,Asia/Jakarta
2026-01-18 09:00:00,28.21,83.5,4.04,52.0,4.59,27.07,47.35,-6.928572,107.628559,Asia/Jakarta
2026-01-18 12:00:00,31.73,70.3,3.14,25.4,8.35,30.23,48.89,-6.928572,107.628559,Asia/Jakarta
2026-01-18 15:00:00,28.68,81.7,0.43,56.3,7.47,27.75,38.87,-6.928572,107.628559,Asia/Jakarta
2026-01-18 18:00:00,23.44,85.0,3.27,49.2,4.19,22.41,67.75,-6.928572,107.628559,Asia/Jakarta
2026-01-18 21:00:00,24.17,83.6,3.49,42.3,4.0,22.52,63.65,-6.928572,107.628559,Asia/Jakarta
2026-01-19 00:00:00,24.37,88.8,0.0,54.1,4.8,23.82,58.1,-6.928572,107.628559,Asia/Jakarta
2026-01-19 03:00:00,23.32,91.9,14.6,66.0,3.13,21.83,81.41,-6.928572,107.628559,Asia/Jakarta
2026-01-19 06:00:00,22.71,92.9,2.86,68.2,4.36,21.53,59.31,-6.928572,107.628559,Asia/Jakarta
2026-01-19 09:00:00,27.92,77.7,0.0,37.5,6.35,27.19,51.23,-6.928572,107.628559,Asia/Jakarta
2026-01-19 12:00:00,31.76,67.0,0.0,21.0,6.48,30.64,42.71,-6.928572,107.628559,Asia/Jakarta
2026-01-19 15:00:00,28.1,79.3,4.17,39.6,6.64,26.81,55.76,-6.928572,107.628559,Asia/Jakarta
2026-01-19 18:00:00,23.43,86.2,7.24,61.8,3.22,21.77,78.05,-6.928572,107.628559,Asia/Jakarta
2026-01-19 21:00:00,24.79,84.0,0.0,38.9,4.01,23.49,49.07,-6.928572,107.628559,Asia/Jakarta
2026-01-20 00:00:00,23.19,90.1,5.68,58.1,3.89,22.04,71.37,-6.928572,107.628559,Asia/Jakarta
2026-01-20 03:00:00,23.88,83.8,8.43,43.3,3.92,22.94,75.79,-6.928572,107.628559,Asia/Jakarta
2026-01-20 06:00:00,23.72,93.1,0.0,49.2,4.11,22.67,58.03,-6.928572,107.628559,Asia/Jakarta
2026-01-20 09:00:00,28.76,73.9,0.0,36.3,4.54,27.14,51.03,-6.928572,107.628559,Asia/Jakarta
2026-01-20 12:00:00,30.16,77.6,0.0,31.5,6.86,28.5,36.1,-6.928572,107.628559,Asia/Jakarta
2026-01-20 15:00:00,28.5,82.9,0.87,50.4,4.63,27.74,43.11,-6.928572,107.628559,Asia/Jakarta
2026-01-20 18:00:00,22.96,92.6,0.0,46.4,4.7,21.61,54.42,-6.928572,107.628559,Asia/Jakarta
2026-01-20 21:00:00,24.24,89.1,0.0,62.3,5.95,22.28,52.17,-6.928572,107.628559,Asia/Jakarta
2026-01-21 00:00:00,23.45,88.4,0.0,51.6,5.29,22.42,56.46,-6.928572,107.628559,Asia/Jakarta
2026-01-21 03:00:00,22.72,90.1,1.37,43.0,3.5,20.76,60.33,-6.928572,107.628559,Asia/Jakarta
2026-01-21 06:00:00,22.77,91.3,0.0,52.5,5.84,22.21,58.82,-6.928572,107.628559,Asia/Jakarta
2026-01-21 09:00:00,30.18,75.5,0.0,32.1,6.02,29.0,52.42,-6.928572,107.628559,Asia/Jakarta
2026-01-21 12:00:00,31.93,74.5,2.07,50.1,7.26,30.37,38.18,-6.928572,107.628559,Asia/Jakarta
2026-01-21 15:00:00,30.42,74.6,0.72,41.2,7.48,28.76,44.88,-6.928572,107.628559,Asia/Jakarta
2026-01-21 18:00:00,24.54,82.2,3.51,49.3,3.65,23.46,63.65,-6.928572,107.628559,Asia/Jakarta
2026-01-21 21:00:00,23.26,92.9,1.48,68.0,3.03,21.76,51.56,-6.928572,107.628559,Asia/Jakarta
2026-01-22 00:00:00,25.25,83.3,0.0,51.0,2.95,24.62,58.34,-6.928572,107.628559,Asia/Jakarta
2026-01-22 03:00:00,24.18,88.9,9.15,48.7,4.96,22.18,82.28,-6.928572,107.628559,Asia/Jakarta
2026-01-22 06:00:00,25.24,81.1,0.0,49.2,2.56,23.31,51.94,-6.928572,107.628559,Asia/Jakarta
2026-01-22 09:00:00,28.47,81.1,0.0,37.7,4.81,26.79,41.83,-6.928572,107.628559,Asia/Jakarta
2026-01-22 12:00:00,31.02,73.4,0.0,43.2,7.32,29.6,47.02,-6.928572,107.628559,Asia/Jakarta
2026-01-22 15:00:00,29.24,73.3,0.0,29.7,6.45,27.66,51.54,-6.928572,107.628559,Asia/Jakarta
2026-01-22 18:00:00,22.63,89.3,0.0,58.6,4.64,20.96,59.04,-6.928572,107.628559,Asia/Jakarta
2026-01-22 21:00:00,23.2,86.9,0.0,62.0,5.66,21.68,50.1,-6.928572,107.628559,Asia/Jakarta
2026-01-23 00:00:00,24.21,86.8,0.0,57.2,4.26,23.47,53.7,-6.928572,107.628559,Asia/Jakarta
2026-01-23 03:00:00,23.1,90.7,1.69,63.7,4.18,21.2,56.66,-6.928572,107.628559,Asia/Jakarta
2026-01-23 06:00:00,24.63,86.6,2.57,41.6,3.06,23.36,59.84,-6.928572,107.628559,Asia/Jakarta
2026-01-23 09:00:00,29.94,71.2,0.0,45.1,7.36,28.82,51.99,-6.928572,107.628559,Asia/Jakarta
2026-01-23 12:00:00,30.69,72.5,5.91,33.8,5.79,30.04,51.1,-6.928572,107.628559,Asia/Jakarta
2026-01-23 15:00:00,29.59,74.4,1.06,29.9,7.48,27.85,46.99,-6.928572,107.628559,Asia/Jakarta
2026-01-23 18:00:00,24.78,85.9,0.0,52.6,2.57,24.05,50.45,-6.928572,107.628559,Asia/Jakarta
2026-01-23 21:00:00,25.32,86.1,0.0,48.3,3.33,24.46,48.95,-6.928572,107.628559,Asia/Jakarta
2026-01-24 00:00:00,24.42,88.2,0.0,41.7,4.25,22.97,55.58,-6.928572,107.628559,Asia/Jakarta
2026-01-24 03:00:00,24.23,89.5,0.67,48.5,3.73,23.44,57.6,-6.928572,107.628559,Asia/Jakarta
2026-01-24 06:00:00,24.5,87.0,0.0,47.6,4.4,23.24,59.58,-6.928572,107.628559,Asia/Jakarta
2026-01-24 09:00:00,27.51,84.2,0.0,37.2,5.57,26.48,49.06,-6.928572,107.628559,Asia/Jakarta
2026-01-24 12:00:00,29.7,73.2,3.83,41.0,7.04,29.0,53.53,-6.928572,107.628559,Asia/Jakarta
2026-01-24 15:00:00,28.51,76.7,0.0,44.1,6.66,27.29,52.79,-6.928572,107.628559,Asia/Jakarta
2026-01-24 18:00:00,23.05,86.2,0.0,55.3,2.63,21.36,50.23,-6.928572,107.628559,Asia/Jakarta
2026-01-24 21:00:00,25.16,83.5,4.05,43.0,5.35,24.6,63.48,-6.928572,107.628559,Asia/Jakarta
2026-01-25 00:00:00,24.44,84.7,5.79,57.4,4.8,22.74,64.11,-6.928572,107.628559,Asia/Jakarta
2026-01-25 03:00:00,23.81,87.2,0.0,49.8,3.69,22.27,49.99,-6.928572,107.628559,Asia/Jakarta
2026-01-25 06:00:00,23.6,91.6,4.87,50.0,3.99,21.61,64.6,-6.928572,107.628559,Asia/Jakarta
2026-01-25 09:00:00,27.99,77.4,0.0,31.8,5.3,26.41,44.24,-6.928572,107.628559,Asia/Jakarta
2026-01-25 12:00:00,30.0,74.6,0.0,37.4,8.19,28.85,42.84,-6.928572,107.628559,Asia/Jakarta
2026-01-25 15:00:00,29.37,79.4,0.0,32.8,5.69,27.74,45.31,-6.928572,107.628559,Asia/Jakarta
2026-01-25 18:00:00,22.98,85.3,0.0,57.6,4.03,22.13,49.02,-6.928572,107.628559,Asia/Jakarta
2026-01-25 21:00:00,24.44,85.5,4.16,60.3,3.04,23.38,63.35,-6.928572,107.628559,Asia/Jakarta
2026-01-26 00:00:00,23.83,83.9,1.87,39.2,3.6,21.89,55.57,-6.928572,107.628559,Asia/Jakarta
2026-01-26 03:00:00,22.58,87.6,0.0,52.1,2.91,21.02,59.4,-6.928572,107.628559,Asia/Jakarta
2026-01-26 06:00:00,23.14,90.7,0.0,59.4,3.2,22.53,49.17,-6.928572,107.628559,Asia/Jakarta
2026-01-26 09:00:00,27.97,81.6,0.0,57.5,7.65,26.47,52.89,-6.928572,107.628559,Asia/Jakarta
2026-01-26 12:00:00,31.63,72.3,3.97,31.2,5.55,30.08,53.09,-6.928572,107.628559,Asia/Jakarta
2026-01-26 15:00:00,27.97,78.1,0.0,35.5,7.04,26.73,40.89,-6.928572,107.628559,Asia/Jakarta
2026-01-26 18:00:00,23.58,89.4,0.0,52.6,2.95,22.98,61.15,-6.928572,107.628559,Asia/Jakarta
2026-01-26 21:00:00,23.69,90.6,4.15,54.1,3.93,23.01,65.33,-6.928572,107.628559,Asia/Jakarta
2026-01-27 00:00:00,23.45,84.7,0.0,47.9,2.95,22.12,60.26,-6.928572,107.628559,Asia/Jakarta
2026-01-27 03:00:00,24.26,89.9,0.0,45.0,5.54,22.99,60.3,-6.928572,107.628559,Asia/Jakarta
2026-01-27 06:00:00,23.41,85.7,1.81,60.1,5.82,22.49,59.28,-6.928572,107.628559,Asia/Jakarta
2026-01-27 09:00:00,27.69,77.0,10.84,52.0,6.46,27.05,70.78,-6.928572,107.628559,Asia/Jakarta
2026-01-27 12:00:00,31.42,73.1,4.71,39.1,7.19,30.42,57.79,-6.928572,107.628559,Asia/Jakarta
2026-01-27 15:00:00,30.22,70.1,1.4,42.9,7.59,29.32,52.52,-6.928572,107.628559,Asia/Jakarta
2026-01-27 18:00:00,23.13,90.3,5.81,57.2,5.61,21.67,68.51,-6.928572,107.628559,Asia/Jakarta
2026-01-27 21:00:00,23.41,86.5,6.49,57.9,4.09,22.67,72.3,-6.928572,107.628559,Asia/Jakarta
2026-01-28 00:00:00,23.75,88.0,4.52,48.1,5.52,21.76,62.05,-6.928572,107.628559,Asia/Jakarta
2026-01-28 03:00:00,23.54,87.8,2.74,58.0,2.87,22.85,56.9,-6.928572,107.628559,Asia/Jakarta
2026-01-28 06:00:00,23.85,84.5,0.0,37.7,5.52,21.9,53.69,-6.928572,107.628559,Asia/Jakarta
2026-01-28 09:00:00,30.16,78.0,0.0,52.4,4.93,28.16,39.65,-6.928572,107.628559,Asia/Jakarta
2026-01-28 12:00:00,30.9,77.1,1.74,41.0,6.38,30.04,44.14,-6.928572,107.628559,Asia/Jakarta
2026-01-28 15:00:00,29.2,72.4,0.0,31.1,7.22,28.27,47.86,-6.928572,107.628559,Asia/Jakarta
2026-01-28 18:00:00,22.52,87.0,3.14,42.2,3.78,21.96,60.36,-6.928572,107.628559,Asia/Jakarta
