user_id,plant_id,location_id,species_id,plant_name,scientific_name,last_watered,planting_date,watering_interval_days,recommended_soil,life_cycle,environment_type,plant_age_days,height_cm,growth_stage,propagation_method,pest_susceptibility,recommended_sunlight,is_sensor_enabled,lat_round,lon_round,timestamp,rainfall,rain_probability,wind_speed,soil_temp_c,timezone,sensor_id,soil_ph,light,watering_amount_liters,future_height_cm,growth_rate,disease_name,disease_risk,yield_kg,temperature,humidity,soil_moisture,latitude,longitude,year,month,day,hour,weekday
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-02 06:00:00,4.94,44.0,1.2166666666666666,23.91,asia/jakarta,s2000,0.6999999999999993,0.006497624367066995,0.0,11.69,0.42,none,30.16,2.94,24.68,89.4,60.11,-6.928572,107.628559,2026,1,2,6,4
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-02 09:00:00,0.0,35.2,2.0166666666666666,27.36,asia/jakarta,s2000,0.3416666666666659,0.681499331700797,1.62,11.73,0.42,none,15.11,3.25,28.84,81.4,38.67,-6.928572,107.628559,2026,1,2,9,4
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-02 12:00:00,0.0,22.2,1.6194444444444445,29.9,asia/jakarta,s2000,0.5499999999999998,0.99696582405682,1.6,11.62,0.414,none,11.02,4.05,31.12,68.0,39.5,-6.928572,107.628559,2026,1,2,12,4
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-02 15:00:00,4.0,35.1,1.5638888888888889,28.37,asia/jakarta,s2000,0.9333333333333327,0.6810700592200899,0.0,11.62,0.42,none,25.31,3.22,30.04,79.1,60.72,-6.928572,107.628559,2026,1,2,15,4
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-02 18:00:00,0.0,60.7,1.338888888888889,22.57,asia/jakarta,s2000,0.9916666666666663,0.00859520580688592,0.0,11.71,0.42,none,29.62,3.89,23.36,91.1,54.79,-6.928572,107.628559,2026,1,2,18,4
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-02 21:00:00,0.43,54.8,1.0,21.94,asia/jakarta,s2000,0.39999999999999947,0.0,0.0,11.65,0.42,none,22.16,2.94,23.15,85.2,48.75,-6.928572,107.628559,2026,1,2,21,4
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-03 00:00:00,0.0,38.8,1.5222222222222224,24.66,asia/jakarta,s2000,0.4499999999999993,0.0,0.0,12.18,0.42,none,26.24,4.11,25.26,85.5,48.1,-6.928572,107.628559,2026,1,3,0,5
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-03 03:00:00,1.34,59.2,1.2583333333333333,24.46,asia/jakarta,s2000,0.041666666666666075,0.0,0.0,12.15,0.42,none,22.09,3.92,25.09,84.6,50.58,-6.928572,107.628559,2026,1,3,3,5
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-03 06:00:00,4.21,47.1,1.3444444444444443,23.57,asia/jakarta,s2000,0.6249999999999991,0.0016585527663684524,0.0,12.19,0.42,none,30.12,3.16,24.47,87.5,61.29,-6.928572,107.628559,2026,1,3,6,5
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-03 09:00:00,0.0,44.2,2.0944444444444446,26.41,asia/jakarta,s2000,0.7749999999999995,0.7009531800310247,1.66,12.12,0.42,none,13.89,4.02,27.84,81.2,37.25,-6.928572,107.628559,2026,1,3,9,5
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-03 12:00:00,0.0,33.6,1.5166666666666666,30.59,asia/jakarta,s2000,0.5083333333333329,0.9812876223182665,1.7,12.03,0.415,none,8.32,3.97,31.19,68.7,38.58,-6.928572,107.628559,2026,1,3,12,5
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-03 15:00:00,0.0,39.4,1.4805555555555556,26.47,asia/jakarta,s2000,0.08333333333333215,0.7014214772827052,0.0,12.1,0.42,none,19.9,3.9,28.18,76.9,52.84,-6.928572,107.628559,2026,1,3,15,5
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-03 18:00:00,0.0,54.6,0.7944444444444444,23.19,asia/jakarta,s2000,0.4833333333333325,0.0001268305056634699,0.0,12.04,0.42,none,29.18,3.54,24.09,89.3,61.05,-6.928572,107.628559,2026,1,3,18,5
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-03 21:00:00,8.73,43.5,0.9,23.64,asia/jakarta,s2000,0.22499999999999876,0.0,0.0,12.06,0.42,none,35.29,3.06,25.17,87.8,71.69,-6.928572,107.628559,2026,1,3,21,5
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-04 00:00:00,0.0,43.7,0.7444444444444445,23.31,asia/jakarta,s2000,0.4999999999999991,0.004468336276451478,0.0,12.69,0.42,none,31.0,3.03,25.06,85.6,57.15,-6.928572,107.628559,2026,1,4,0,6
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-04 03:00:00,0.0,44.1,0.8527777777777777,21.07,asia/jakarta,s2000,0.6499999999999995,0.002214655752739051,0.0,12.4,0.42,none,27.67,4.56,22.63,89.0,54.07,-6.928572,107.628559,2026,1,4,3,6
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-04 06:00:00,0.0,58.2,0.8388888888888889,23.13,asia/jakarta,s2000,0.9333333333333327,0.008165933326178793,0.0,12.39,0.42,none,24.37,2.9,24.18,83.5,47.58,-6.928572,107.628559,2026,1,4,6,6
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-04 09:00:00,0.0,29.4,2.091666666666667,28.55,asia/jakarta,s2000,0.5750000000000002,0.6729431506648845,0.0,12.61,0.42,none,21.56,3.85,29.11,76.4,52.66,-6.928572,107.628559,2026,1,4,9,6
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-04 12:00:00,2.78,43.8,1.9333333333333333,28.61,asia/jakarta,s2000,0.34999999999999964,0.9541068693353105,0.0,12.57,0.418,none,20.41,3.88,30.57,75.8,53.11,-6.928572,107.628559,2026,1,4,12,6
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-04 15:00:00,2.12,37.8,1.963888888888889,28.58,asia/jakarta,s2000,0.24166666666666625,0.7017922126069522,0.0,12.55,0.42,none,20.34,4.22,29.7,80.1,44.6,-6.928572,107.628559,2026,1,4,15,6
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-04 18:00:00,3.63,64.8,1.3444444444444443,22.17,asia/jakarta,s2000,0.2333333333333334,0.023463643547741928,0.0,12.67,0.42,none,38.72,3.31,23.04,94.1,66.75,-6.928572,107.628559,2026,1,4,18,6
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-04 21:00:00,2.01,53.1,1.152777777777778,21.1,asia/jakarta,s2000,0.18333333333333268,0.01095620445077513,0.0,12.38,0.42,none,33.12,3.71,22.98,92.0,54.62,-6.928572,107.628559,2026,1,4,21,6
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-05 00:00:00,2.64,64.9,1.336111111111111,22.63,asia/jakarta,s2000,0.20833333333333304,0.0,0.0,12.97,0.42,none,35.24,4.15,23.55,92.0,59.18,-6.928572,107.628559,2026,1,5,0,0
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-05 03:00:00,3.3,53.7,1.3555555555555554,21.71,asia/jakarta,s2000,0.07499999999999929,0.0027707587391096497,0.0,12.87,0.42,none,40.13,3.75,22.71,93.2,67.76,-6.928572,107.628559,2026,1,5,3,0
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-05 06:00:00,0.0,52.8,1.6500000000000001,21.19,asia/jakarta,s2000,0.11666666666666625,0.0,0.0,12.7,0.42,none,30.9,2.95,22.58,94.5,47.61,-6.928572,107.628559,2026,1,5,6,0
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-05 09:00:00,0.0,43.7,1.2972222222222223,27.7,asia/jakarta,s2000,0.4999999999999991,0.6810505468346032,0.0,13.06,0.42,none,22.37,3.35,28.49,81.2,51.49,-6.928572,107.628559,2026,1,5,9,0
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-05 12:00:00,0.0,39.8,2.055555555555556,28.03,asia/jakarta,s2000,0.6416666666666657,0.9515019658728378,0.0,13.08,0.42,none,16.64,2.9,29.63,75.3,48.04,-6.928572,107.628559,2026,1,5,12,0
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-05 15:00:00,0.0,53.4,1.7916666666666667,27.35,asia/jakarta,s2000,0.05833333333333268,0.7063581108108372,0.0,13.0,0.42,none,17.3,4.22,28.04,78.6,47.71,-6.928572,107.628559,2026,1,5,15,0
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-05 18:00:00,1.28,53.4,1.3722222222222222,24.41,asia/jakarta,s2000,0.9166666666666661,0.0,0.0,13.04,0.42,none,26.41,4.55,25.2,85.4,58.69,-6.928572,107.628559,2026,1,5,18,0
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-05 21:00:00,5.94,55.5,1.2472222222222222,22.74,asia/jakarta,s2000,0.1083333333333325,0.007824466580161758,0.0,12.96,0.42,none,33.72,4.23,24.49,85.6,66.57,-6.928572,107.628559,2026,1,5,21,0
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-06 00:00:00,0.0,57.0,1.0083333333333333,21.9,asia/jakarta,s2000,0.9416666666666664,0.0,0.0,13.19,0.42,none,26.75,3.7,23.41,86.1,54.07,-6.928572,107.628559,2026,1,6,0,1
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-06 03:00:00,0.0,65.7,1.336111111111111,22.54,asia/jakarta,s2000,0.5166666666666666,0.02046849237553537,0.0,13.59,0.42,none,27.89,3.44,24.03,90.7,51.54,-6.928572,107.628559,2026,1,6,3,1
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-06 06:00:00,1.07,57.8,0.9972222222222221,23.64,asia/jakarta,s2000,0.6916666666666664,0.002204899559995707,0.0,13.56,0.42,none,28.99,3.24,24.36,83.0,62.26,-6.928572,107.628559,2026,1,6,6,1
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-06 09:00:00,0.0,51.8,1.6277777777777778,26.22,asia/jakarta,s2000,0.3083333333333327,0.7085922789490628,0.0,13.62,0.42,none,25.08,4.05,27.59,85.1,51.28,-6.928572,107.628559,2026,1,6,9,1
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-06 12:00:00,0.95,32.2,2.058333333333333,29.86,asia/jakarta,s2000,0.9916666666666663,0.957014214772827,0.0,13.08,0.41,none,16.56,4.03,31.66,70.6,49.37,-6.928572,107.628559,2026,1,6,12,1
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-06 15:00:00,0.0,35.0,1.8611111111111112,28.77,asia/jakarta,s2000,0.22499999999999876,0.6909433262763539,0.0,13.11,0.418,none,20.37,4.25,30.11,77.8,44.53,-6.928572,107.628559,2026,1,6,15,1
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-06 18:00:00,0.0,36.6,1.2111111111111112,24.28,asia/jakarta,s2000,0.6333333333333329,0.013600132684221309,0.0,13.27,0.42,none,22.51,4.54,25.25,81.4,55.94,-6.928572,107.628559,2026,1,6,18,1
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-06 21:00:00,0.0,57.2,1.1083333333333334,23.6,asia/jakarta,s2000,0.583333333333333,0.0,0.0,13.57,0.42,none,30.49,4.45,24.77,85.6,61.51,-6.928572,107.628559,2026,1,6,21,1
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-07 00:00:00,0.0,56.4,1.511111111111111,21.31,asia/jakarta,s2000,0.8666666666666663,0.008487887686709139,0.0,13.9,0.42,none,34.22,3.8,22.98,93.6,51.44,-6.928572,107.628559,2026,1,7,0,2
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-07 03:00:00,0.0,47.8,0.9222222222222222,22.11,asia/jakarta,s2000,0.45833333333333304,0.01975629030527127,0.0,13.62,0.42,none,25.26,3.87,23.95,85.3,52.37,-6.928572,107.628559,2026,1,7,3,2
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-07 06:00:00,3.87,48.1,0.9027777777777778,21.75,asia/jakarta,s2000,0.6666666666666661,0.0,0.0,14.08,0.42,none,32.32,3.73,22.74,87.0,62.15,-6.928572,107.628559,2026,1,7,6,2
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-07 09:00:00,5.63,45.2,1.9333333333333333,28.32,asia/jakarta,s2000,0.8083333333333327,0.6902018556278597,0.0,13.42,0.42,none,21.48,3.73,28.85,73.2,64.62,-6.928572,107.628559,2026,1,7,9,2
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-07 12:00:00,0.0,34.9,1.6805555555555554,30.3,asia/jakarta,s2000,0.19166666666666643,0.9868876769529459,2.52,13.91,0.41,none,14.26,3.22,32.14,71.5,39.24,-6.928572,107.628559,2026,1,7,12,2
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-07 15:00:00,0.0,45.3,2.058333333333333,29.05,asia/jakarta,s2000,0.7749999999999995,0.6991873091444795,2.37,14.08,0.418,none,15.57,4.2,29.96,75.7,44.91,-6.928572,107.628559,2026,1,7,15,2
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-07 18:00:00,0.0,54.8,1.3972222222222224,22.08,asia/jakarta,s2000,0.3416666666666659,0.0,0.0,13.58,0.42,none,30.15,4.41,23.96,86.8,60.45,-6.928572,107.628559,2026,1,7,18,2
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-07 21:00:00,0.0,58.9,1.338888888888889,24.3,asia/jakarta,s2000,0.0,0.01187328656864945,0.0,13.66,0.42,none,24.13,3.0,25.44,85.1,48.34,-6.928572,107.628559,2026,1,7,21,2
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-08 00:00:00,3.8,40.5,1.136111111111111,23.28,asia/jakarta,s2000,0.06666666666666643,0.0,0.0,14.31,0.42,none,26.86,3.83,25.1,82.3,60.76,-6.928572,107.628559,2026,1,8,0,3
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-08 03:00:00,0.0,55.8,1.152777777777778,22.76,asia/jakarta,s2000,0.6249999999999991,0.0012292802856613235,0.0,13.76,0.42,none,33.87,3.16,23.33,93.7,58.98,-6.928572,107.628559,2026,1,8,3,3
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-08 06:00:00,0.0,35.8,0.7333333333333334,24.48,asia/jakarta,s2000,0.6583333333333332,0.0,0.0,14.43,0.42,none,19.28,4.5,25.36,82.2,47.5,-6.928572,107.628559,2026,1,8,6,3
3,1000,2000,3000,tomato,solanum lycopersicum,2025-12-31,2025-12-06,2,well-drained loam,annual,outdoor,26,8.31,vegetative,seed propagation,"aphid, whitefly, leaf spot",full sun,True,-6.9286,107.6286,2026-01-08 09:00:00,0.0,34.2,1.2972222222222223,28.77,asia/jakarta,s2000,0.5083333333333329,0.6916945531175914,0.0,14.19,0.42,none,19.15,4.15,29.97,76.5,52.26,-6.928572,107.628559,2026,1,8,9,3
