temperature,humidity,soil_moisture,heat_index,water_stress,dryness_index,evaporation_risk
37,50.0,35,42.0,1.0277777777777777,32.0,63.0
38,47.5,36,42.75,1.027027027027027,33.25,64.16666666666667
39,45.0,37,43.5,1.0263157894736843,34.5,65.33333333333333
40,42.5,38,44.25,1.0256410256410255,35.75,66.5
41,40.0,39,45.0,1.025,37.0,67.66666666666667
42,37.5,40,45.75,1.024390243902439,38.25,68.83333333333333
43,35.0,41,46.5,1.0238095238095235,39.5,70.0
44,32.5,42,47.25,1.0232558139534884,40.75,71.16666666666667
45,30.0,43,48.0,1.0227272727272727,42.0,72.33333333333333
46,27.5,44,48.75,1.022222222222222,43.25,73.5
25,80.0,45,33.0,0.5434782608695652,17.0,41.66666666666666
26,77.3,46,33.730000000000004,0.5531914893617021,18.27,42.9
27,74.6,47,34.46,0.5625,19.54,44.13333333333333
28,71.9,48,35.19,0.5714285714285714,20.81,45.36666666666667
29,69.2,49,35.92,0.58,22.08,46.6
30,66.5,50,36.65,0.5882352941176471,23.35,47.833333333333336
31,63.8,51,37.38,0.5961538461538461,24.62,49.06666666666666
32,61.1,52,38.11,0.6037735849056604,25.89,50.3
33,58.4,53,38.84,0.6111111111111112,27.16,51.53333333333333
34,55.7,54,39.57,0.6181818181818182,28.43,52.76666666666667
35,53.0,55,40.3,0.625,29.7,54.0
36,50.3,56,41.03,0.631578947368421,30.97,55.23333333333333
37,47.6,57,41.76,0.6379310344827587,32.24,56.46666666666667
38,44.9,58,42.49,0.6440677966101694,33.51,57.7
39,42.2,59,43.22,0.65,34.78,58.93333333333334
40,39.5,60,43.95,0.6557377049180327,36.05,60.16666666666666
41,36.8,61,44.68,0.6612903225806451,37.32,61.4
42,34.1,62,45.41,0.6666666666666666,38.59,62.63333333333333
43,31.4,63,46.14,0.671875,39.86,63.86666666666667
44,28.7,64,46.87,0.676923076923077,41.13,65.10000000000001
45,26.0,65,47.6,0.6818181818181818,42.4,66.33333333333333
46,23.3,66,48.33,0.6865671641791045,43.67,67.56666666666666
25,80.0,67,33.0,0.3676470588235294,17.0,34.333333333333336
26,78.0,68,33.8,0.3768115942028985,18.2,35.333333333333336
27,76.0,69,34.6,0.3857142857142857,19.4,36.333333333333336
28,74.0,70,35.4,0.3943661971830985,20.6,37.333333333333336
29,72.0,71,36.2,0.4027777777777778,21.8,38.333333333333336
30,70.0,72,37.0,0.410958904109589,23.0,39.333333333333336
31,68.0,73,37.8,0.4189189189189189,24.2,40.333333333333336
32,66.0,74,38.6,0.4266666666666667,25.4,41.333333333333336
33,64.0,75,39.4,0.4342105263157895,26.6,42.333333333333336
34,62.0,76,40.2,0.4415584415584415,27.8,43.333333333333336
35,60.0,77,41.0,0.4487179487179487,29.0,44.333333333333336
36,58.0,78,41.8,0.4556962025316455,30.2,45.333333333333336
37,56.0,79,42.6,0.4625,31.4,46.333333333333336
38,54.0,80,43.4,0.4691358024691358,32.6,47.333333333333336
39,52.0,81,44.2,0.4756097560975609,33.8,48.333333333333336
40,50.0,82,45.0,0.4819277108433735,35.0,49.333333333333336
41,48.0,83,45.8,0.4880952380952381,36.2,50.333333333333336
42,46.0,84,46.6,0.4941176470588235,37.4,51.333333333333336
43,44.0,85,47.4,0.5,38.6,52.333333333333336
44,42.0,86,48.2,0.5057471264367817,39.8,53.333333333333336
45,40.0,87,49.0,0.5113636363636364,41.0,54.333333333333336
46,38.0,88,49.8,0.5168539325842697,42.2,55.333333333333336
25,80.0,89,33.0,0.2777777777777778,17.0,27.0
26,78.0,90,33.8,0.2857142857142857,18.2,28.0
27,76.0,91,34.6,0.2934782608695652,19.4,29.0
28,74.0,92,35.4,0.3010752688172043,20.6,30.0
29,72.0,93,36.2,0.3085106382978723,21.8,31.0
30,70.0,94,37.0,0.3157894736842105,23.0,32.0
31,68.0,95,37.8,0.3229166666666667,24.2,33.0
32,66.0,96,38.6,0.3298969072164948,25.4,34.0
33,64.0,97,39.4,0.336734693877551,26.6,35.0
34,62.0,98,40.2,0.3434343434343434,27.8,36.0
35,60.0,99,41.0,0.35,29.0,37.0
36,58.0,100,41.8,0.3564356435643564,30.2,38.0
37,56.0,1,42.6,18.5,31.4,72.33333333333333
38,54.0,2,43.4,12.666666666666666,32.6,73.33333333333333
39,52.0,3,44.2,9.75,33.8,74.33333333333333
40,50.0,4,45.0,8.0,35.0,75.33333333333333
41,48.0,5,45.8,6.833333333333333,36.2,76.33333333333333
42,46.0,6,46.6,6.0,37.4,77.33333333333333
43,44.0,7,47.4,5.375,38.6,78.33333333333333
44,42.0,8,48.2,4.888888888888889,39.8,79.33333333333333
45,40.0,9,49.0,4.5,41.0,80.33333333333333
46,38.0,10,49.8,4.181818181818182,42.2,81.33333333333333
25,80.0,11,33.0,2.083333333333333,17.0,53.0
26,77.0,12,33.7,2.0,18.3,54.333333333333336
27,74.0,13,34.4,1.9285714285714288,19.6,55.66666666666666
28,71.0,14,35.1,1.8666666666666667,20.9,57.0
29,68.0,15,35.8,1.8125,22.2,58.333333333333336
30,65.0,16,36.5,1.7647058823529411,23.5,59.66666666666666
31,62.0,17,37.2,1.7222222222222223,24.8,61.0
32,59.0,18,37.9,1.6842105263157894,26.1,62.333333333333336
33,56.0,19,38.6,1.65,27.4,63.66666666666666
34,53.0,20,39.3,1.619047619047619,28.7,65.0
35,50.0,21,40.0,1.5909090909090908,30.0,66.33333333333333
36,47.0,22,40.7,1.565217391304348,31.3,67.66666666666667
37,44.0,23,41.4,1.5416666666666667,32.6,69.0
38,41.0,24,42.1,1.52,33.9,70.33333333333333
39,38.0,25,42.8,1.5,35.2,71.66666666666667
40,35.0,26,43.5,1.4814814814814814,36.5,73.0
41,32.0,27,44.2,1.4642857142857142,37.8,74.33333333333333
42,29.0,28,44.9,1.4482758620689655,39.1,75.66666666666667
43,26.0,29,45.6,1.4333333333333331,40.4,77.0
44,23.0,30,46.3,1.4193548387096775,41.7,78.33333333333333
45,20.0,31,47.0,1.40625,43.0,79.66666666666667
46,17.0,32,47.7,1.393939393939394,44.3,81.0
25,80.0,33,33.0,0.7352941176470589,17.0,45.66666666666666
26,77.0,34,33.7,0.7428571428571429,18.3,47.0
27,74.0,35,34.4,0.75,19.6,48.333333333333336
28,71.0,36,35.1,0.7567567567567568,20.9,49.66666666666666
29,68.0,37,35.8,0.7631578947368421,22.2,51.0
30,65.0,38,36.5,0.7692307692307693,23.5,52.333333333333336
31,62.0,39,37.2,0.775,24.8,53.66666666666666
32,59.0,40,37.9,0.7804878048780488,26.1,55.0
33,56.0,41,38.6,0.7857142857142857,27.4,56.333333333333336
34,53.0,42,39.3,0.7906976744186046,28.7,57.66666666666666
35,50.0,43,40.0,0.7954545454545454,30.0,59.0
36,47.0,44,40.7,0.8,31.3,60.333333333333336
37,44.0,45,41.4,0.8043478260869565,32.6,61.66666666666666
38,41.0,46,42.1,0.8085106382978723,33.9,63.0
39,38.0,47,42.8,0.8125,35.2,64.33333333333333
40,35.0,48,43.5,0.8163265306122449,36.5,65.66666666666667
41,32.0,49,44.2,0.82,37.8,67.0
42,29.0,50,44.9,0.8235294117647058,39.1,68.33333333333333
43,26.0,51,45.6,0.8269230769230769,40.4,69.66666666666667
44,23.0,52,46.3,0.8301886792452831,41.7,71.0
45,20.0,53,47.0,0.8333333333333334,43.0,72.33333333333333
46,17.0,54,47.7,0.8363636363636363,44.3,73.66666666666667
25,80.0,55,33.0,0.4464285714285714,17.0,38.333333333333336
26,77.0,56,33.7,0.4561403508771929,18.3,39.66666666666666
27,74.0,57,34.4,0.4655172413793103,19.6,41.0
28,71.0,58,35.1,0.4745762711864407,20.9,42.333333333333336
29,68.0,59,35.8,0.4833333333333333,22.2,43.66666666666666
30,65.0,60,36.5,0.4918032786885246,23.5,45.0
31,62.0,61,37.2,0.5,24.8,46.333333333333336
32,59.0,62,37.9,0.5079365079365079,26.1,47.66666666666666
33,56.0,63,38.6,0.515625,27.4,49.0
34,53.0,64,39.3,0.5230769230769231,28.7,50.333333333333336
35,50.0,65,40.0,0.5303030303030303,30.0,51.66666666666666
36,47.0,66,40.7,0.5373134328358209,31.3,53.0
37,44.0,67,41.4,0.5441176470588235,32.6,54.333333333333336
38,41.0,68,42.1,0.5507246376811594,33.9,55.66666666666666
39,38.0,69,42.8,0.5571428571428572,35.2,57.0
40,35.0,70,43.5,0.5633802816901409,36.5,58.333333333333336
41,32.0,71,44.2,0.5694444444444444,37.8,59.66666666666666
42,29.0,72,44.9,0.5753424657534246,39.1,61.0
43,26.0,73,45.6,0.581081081081081,40.4,62.333333333333336
44,23.0,74,46.3,0.5866666666666667,41.7,63.66666666666666
45,20.0,75,47.0,0.5921052631578947,43.0,65.0
46,17.0,76,47.7,0.5974025974025974,44.3,66.33333333333333
25,80.0,77,33.0,0.3205128205128205,17.0,31.0
26,77.3,78,33.730000000000004,0.3291139240506329,18.27,32.233333333333334
27,74.6,79,34.46,0.3375,19.54,33.46666666666667
28,71.9,80,35.19,0.345679012345679,20.81,34.7
29,69.2,81,35.92,0.3536585365853658,22.08,35.93333333333333
30,66.5,82,36.65,0.3614457831325301,23.35,37.16666666666666
31,63.8,83,37.38,0.369047619047619,24.62,38.4
32,61.1,84,38.11,0.3764705882352941,25.89,39.63333333333333
33,58.4,85,38.84,0.3837209302325581,27.16,40.86666666666667
34,55.7,86,39.57,0.3908045977011494,28.43,42.1
35,53.0,87,40.3,0.3977272727272727,29.7,43.333333333333336
36,50.3,88,41.03,0.4044943820224719,30.97,44.56666666666666
37,47.6,89,41.76,0.4111111111111111,32.24,45.8
38,44.9,90,42.49,0.4175824175824176,33.51,47.03333333333333
39,42.2,91,43.22,0.4239130434782608,34.78,48.26666666666667
40,39.5,92,43.95,0.4301075268817204,36.05,49.5
41,36.8,93,44.68,0.4361702127659574,37.32,50.73333333333333
42,34.1,94,45.41,0.4421052631578947,38.59,51.96666666666667
43,31.4,95,46.14,0.4479166666666667,39.86,53.2
44,28.7,96,46.87,0.4536082474226804,41.13,54.43333333333334
45,26.0,97,47.6,0.4591836734693877,42.4,55.66666666666666
46,23.3,98,48.33,0.4646464646464646,43.67,56.9
25,80.0,99,33.0,0.25,17.0,23.666666666666668
26,77.0,100,33.7,0.2574257425742574,18.3,25.0
27,74.0,1,34.4,13.5,19.6,59.66666666666666
28,71.0,2,35.1,9.333333333333334,20.9,61.0
29,68.0,3,35.8,7.25,22.2,62.333333333333336
30,65.0,4,36.5,6.0,23.5,63.66666666666666
31,62.0,5,37.2,5.166666666666667,24.8,65.0
32,59.0,6,37.9,4.571428571428571,26.1,66.33333333333333
33,56.0,7,38.6,4.125,27.4,67.66666666666667
34,53.0,8,39.3,3.7777777777777777,28.7,69.0
35,50.0,9,40.0,3.5,30.0,70.33333333333333
36,47.0,10,40.7,3.272727272727273,31.3,71.66666666666667
37,44.0,11,41.4,3.083333333333333,32.6,73.0
38,41.0,12,42.1,2.923076923076923,33.9,74.33333333333333
39,38.0,13,42.8,2.7857142857142856,35.2,75.66666666666667
40,35.0,14,43.5,2.6666666666666665,36.5,77.0
41,32.0,15,44.2,2.5625,37.8,78.33333333333333
42,29.0,16,44.9,2.4705882352941178,39.1,79.66666666666667
43,26.0,17,45.6,2.388888888888889,40.4,81.0
44,23.0,18,46.3,2.3157894736842106,41.7,82.33333333333333
45,20.0,19,47.0,2.25,43.0,83.66666666666667
46,17.0,20,47.7,2.1904761904761907,44.3,85.0
25,80.0,21,33.0,1.1363636363636365,17.0,49.66666666666666
26,77.5,22,33.75,1.1304347826086956,18.25,50.833333333333336
27,75.0,23,34.5,1.125,19.5,52.0
28,72.5,24,35.25,1.12,20.75,53.16666666666666
29,70.0,25,36.0,1.1153846153846154,22.0,54.333333333333336
30,67.5,26,36.75,1.1111111111111112,23.25,55.5
31,65.0,27,37.5,1.1071428571428572,24.5,56.66666666666666
32,62.5,28,38.25,1.103448275862069,25.75,57.833333333333336
33,60.0,29,39.0,1.1,27.0,59.0
34,57.5,30,39.75,1.096774193548387,28.25,60.16666666666666
35,55.0,31,40.5,1.09375,29.5,61.333333333333336
36,52.5,32,41.25,1.0909090909090908,30.75,62.5
37,50.0,33,42.0,1.088235294117647,32.0,63.66666666666666
38,47.5,34,42.75,1.0857142857142856,33.25,64.83333333333333
39,45.0,35,43.5,1.0833333333333333,34.5,66.0
40,42.5,36,44.25,1.0810810810810811,35.75,67.16666666666667
41,40.0,37,45.0,1.0789473684210529,37.0,68.33333333333333
42,37.5,38,45.75,1.0769230769230769,38.25,69.5
43,35.0,39,46.5,1.075,39.5,70.66666666666667
44,32.5,40,47.25,1.0731707317073171,40.75,71.83333333333333
45,30.0,41,48.0,1.0714285714285714,42.0,73.0
46,27.5,42,48.75,1.069767441860465,43.25,74.16666666666667
25,80.0,43,33.0,0.5681818181818182,17.0,42.333333333333336
26,77.3,44,33.730000000000004,0.5777777777777777,18.27,43.56666666666666
27,74.6,45,34.46,0.5869565217391305,19.54,44.8
28,71.9,46,35.19,0.5957446808510638,20.81,46.03333333333333
29,69.2,47,35.92,0.6041666666666666,22.08,47.26666666666667
30,66.5,48,36.65,0.6122448979591837,23.35,48.5
31,63.8,49,37.38,0.62,24.62,49.73333333333333
32,61.1,50,38.11,0.6274509803921569,25.89,50.96666666666667
33,58.4,51,38.84,0.6346153846153846,27.16,52.2
34,55.7,52,39.57,0.6415094339622641,28.43,53.43333333333334
35,53.0,53,40.3,0.6481481481481481,29.7,54.66666666666666
36,50.3,54,41.03,0.6545454545454545,30.97,55.9
37,47.6,55,41.76,0.6607142857142857,32.24,57.13333333333333
38,44.9,56,42.49,0.6666666666666666,33.51,58.36666666666667
39,42.2,57,43.22,0.6724137931034483,34.78,59.6
40,39.5,58,43.95,0.6779661016949152,36.05,60.833333333333336
41,36.8,59,44.68,0.6833333333333333,37.32,62.06666666666666
42,34.1,60,45.41,0.6885245901639344,38.59,63.3
43,31.4,61,46.14,0.6935483870967742,39.86,64.53333333333333
44,28.7,62,46.87,0.6984126984126984,41.13,65.76666666666667
45,26.0,63,47.6,0.703125,42.4,67.0
46,23.3,64,48.33,0.7076923076923077,43.67,68.23333333333333
25,80.0,65,33.0,0.3787878787878788,17.0,35.0
26,77.0,66,33.7,0.3880597014925373,18.3,36.333333333333336
27,74.0,67,34.4,0.3970588235294117,19.6,37.66666666666666
28,71.0,68,35.1,0.4057971014492754,20.9,39.0
29,68.0,69,35.8,0.4142857142857143,22.2,40.333333333333336
30,65.0,70,36.5,0.4225352112676056,23.5,41.66666666666666
31,62.0,71,37.2,0.4305555555555556,24.8,43.0
32,59.0,72,37.9,0.4383561643835616,26.1,44.333333333333336
33,56.0,73,38.6,0.4459459459459459,27.4,45.66666666666666
34,53.0,74,39.3,0.4533333333333333,28.7,47.0
35,50.0,75,40.0,0.4605263157894737,30.0,48.333333333333336
36,47.0,76,40.7,0.4675324675324675,31.3,49.66666666666666
37,44.0,77,41.4,0.4743589743589743,32.6,51.0
38,41.0,78,42.1,0.4810126582278481,33.9,52.333333333333336
39,38.0,79,42.8,0.4875,35.2,53.66666666666666
40,35.0,80,43.5,0.4938271604938271,36.5,55.0
41,32.0,81,44.2,0.5,37.8,56.333333333333336
42,29.0,82,44.9,0.5060240963855421,39.1,57.66666666666666
43,26.0,83,45.6,0.5119047619047619,40.4,59.0
44,23.0,84,46.3,0.5176470588235295,41.7,60.333333333333336
45,20.0,85,47.0,0.5232558139534884,43.0,61.66666666666666
46,17.0,86,47.7,0.5287356321839081,44.3,63.0
25,80.0,87,33.0,0.2840909090909091,17.0,27.666666666666668
26,77.0,88,33.7,0.2921348314606741,18.3,29.0
27,74.0,89,34.4,0.3,19.6,30.33333333333333
28,71.0,90,35.1,0.3076923076923077,20.9,31.666666666666668
29,68.0,91,35.8,0.3152173913043478,22.2,33.0
30,65.0,92,36.5,0.3225806451612903,23.5,34.333333333333336
31,62.0,93,37.2,0.3297872340425531,24.8,35.666666666666664
32,59.0,94,37.9,0.3368421052631579,26.1,37.0
33,56.0,95,38.6,0.34375,27.4,38.333333333333336
34,53.0,96,39.3,0.3505154639175257,28.7,39.66666666666666
35,50.0,97,40.0,0.3571428571428571,30.0,41.0
36,47.0,98,40.7,0.3636363636363636,31.3,42.333333333333336
37,44.0,99,41.4,0.37,32.6,43.66666666666666
38,41.0,100,42.1,0.3762376237623762,33.9,45.0
39,38.0,1,42.8,19.5,35.2,79.66666666666667
40,35.0,2,43.5,13.333333333333334,36.5,81.0
41,32.0,3,44.2,10.25,37.8,82.33333333333333
42,29.0,4,44.9,8.4,39.1,83.66666666666667
43,26.0,5,45.6,7.166666666666667,40.4,85.0
44,23.0,6,46.3,6.285714285714286,41.7,86.33333333333333
45,20.0,7,47.0,5.625,43.0,87.66666666666667
46,17.0,8,47.7,5.111111111111111,44.3,89.0
25,80.0,9,33.0,2.5,17.0,53.66666666666666
26,77.0,10,33.7,2.363636363636364,18.3,55.0
27,74.0,11,34.4,2.25,19.6,56.333333333333336
28,71.0,12,35.1,2.1538461538461537,20.9,57.66666666666666
29,68.0,13,35.8,2.071428571428572,22.2,59.0
30,65.0,14,36.5,2.0,23.5,60.333333333333336
31,62.0,15,37.2,1.9375,24.8,61.66666666666666
32,59.0,16,37.9,1.8823529411764703,26.1,63.0
33,56.0,17,38.6,1.8333333333333333,27.4,64.33333333333333
34,53.0,18,39.3,1.7894736842105263,28.7,65.66666666666667
35,50.0,19,40.0,1.75,30.0,67.0
36,47.0,20,40.7,1.7142857142857142,31.3,68.33333333333333
37,44.0,21,41.4,1.681818181818182,32.6,69.66666666666667
38,41.0,22,42.1,1.6521739130434785,33.9,71.0
39,38.0,23,42.8,1.625,35.2,72.33333333333333
40,35.0,24,43.5,1.6,36.5,73.66666666666667
41,32.0,25,44.2,1.5769230769230769,37.8,75.0
42,29.0,26,44.9,1.5555555555555556,39.1,76.33333333333333
43,26.0,27,45.6,1.5357142857142858,40.4,77.66666666666667
44,23.0,28,46.3,1.5172413793103448,41.7,79.0
45,20.0,29,47.0,1.5,43.0,80.33333333333333
46,17.0,30,47.7,1.4838709677419355,44.3,81.66666666666667
25,80.0,31,33.0,0.78125,17.0,46.333333333333336
26,77.0,32,33.7,0.7878787878787878,18.3,47.66666666666666
27,74.0,33,34.4,0.7941176470588235,19.6,49.0
28,71.0,34,35.1,0.8,20.9,50.333333333333336
29,68.0,35,35.8,0.8055555555555556,22.2,51.66666666666666
30,65.0,36,36.5,0.8108108108108109,23.5,53.0
31,62.0,37,37.2,0.8157894736842105,24.8,54.333333333333336
32,59.0,38,37.9,0.8205128205128205,26.1,55.66666666666666
33,56.0,39,38.6,0.825,27.4,57.0
34,53.0,40,39.3,0.8292682926829268,28.7,58.333333333333336
35,50.0,41,40.0,0.8333333333333334,30.0,59.66666666666666
36,47.0,42,40.7,0.8372093023255814,31.3,61.0
37,44.0,43,41.4,0.8409090909090909,32.6,62.333333333333336
38,41.0,44,42.1,0.8444444444444444,33.9,63.66666666666666
39,38.0,45,42.8,0.8478260869565217,35.2,65.0
40,35.0,46,43.5,0.851063829787234,36.5,66.33333333333333
41,32.0,47,44.2,0.8541666666666666,37.8,67.66666666666667
42,29.0,48,44.9,0.8571428571428571,39.1,69.0
43,26.0,49,45.6,0.86,40.4,70.33333333333333
44,23.0,50,46.3,0.8627450980392157,41.7,71.66666666666667
45,20.0,51,47.0,0.8653846153846154,43.0,73.0
46,17.0,52,47.7,0.8679245283018868,44.3,74.33333333333333
25,80.0,53,33.0,0.4629629629629629,17.0,39.0
26,77.0,54,33.7,0.4727272727272727,18.3,40.333333333333336
27,74.0,55,34.4,0.4821428571428571,19.6,41.66666666666666
28,71.0,56,35.1,0.4912280701754385,20.9,43.0
29,68.0,57,35.8,0.5,22.2,44.333333333333336
30,65.0,58,36.5,0.5084745762711864,23.5,45.66666666666666
31,62.0,59,37.2,0.5166666666666667,24.8,47.0
32,59.0,60,37.9,0.5245901639344263,26.1,48.333333333333336
33,56.0,61,38.6,0.532258064516129,27.4,49.66666666666666
34,53.0,62,39.3,0.5396825396825397,28.7,51.0
35,50.0,63,40.0,0.546875,30.0,52.333333333333336
36,47.0,64,40.7,0.5538461538461539,31.3,53.66666666666666
37,44.0,65,41.4,0.5606060606060606,32.6,55.0
38,41.0,66,42.1,0.5671641791044776,33.9,56.333333333333336
39,38.0,67,42.8,0.5735294117647058,35.2,57.66666666666666
40,35.0,68,43.5,0.5797101449275363,36.5,59.0
41,32.0,69,44.2,0.5857142857142857,37.8,60.333333333333336
42,29.0,70,44.9,0.5915492957746479,39.1,61.66666666666666
43,26.0,71,45.6,0.5972222222222222,40.4,63.0
44,23.0,72,46.3,0.6027397260273972,41.7,64.33333333333333
45,20.0,73,47.0,0.6081081081081081,43.0,65.66666666666667
46,17.0,74,47.7,0.6133333333333333,44.3,67.0
25,80.0,75,33.0,0.3289473684210526,17.0,31.666666666666668
26,77.0,76,33.7,0.3376623376623376,18.3,33.0
27,74.0,77,34.4,0.3461538461538461,19.6,34.333333333333336
28,71.0,78,35.1,0.3544303797468354,20.9,35.666666666666664
29,68.0,79,35.8,0.3625,22.2,37.0
30,65.0,80,36.5,0.3703703703703703,23.5,38.333333333333336
31,62.0,81,37.2,0.3780487804878049,24.8,39.66666666666666
32,59.0,82,37.9,0.3855421686746988,26.1,41.0
33,56.0,83,38.6,0.3928571428571428,27.4,42.333333333333336
34,53.0,84,39.3,0.4,28.7,43.66666666666666
35,50.0,85,40.0,0.4069767441860465,30.0,45.0
36,47.0,86,40.7,0.4137931034482758,31.3,46.333333333333336
37,44.0,87,41.4,0.4204545454545454,32.6,47.66666666666666
38,41.0,88,42.1,0.4269662921348314,33.9,49.0
39,38.0,89,42.8,0.4333333333333333,35.2,50.333333333333336
40,35.0,90,43.5,0.4395604395604395,36.5,51.66666666666666
41,32.0,91,44.2,0.4456521739130434,37.8,53.0
42,29.0,92,44.9,0.4516129032258064,39.1,54.333333333333336
43,26.0,93,45.6,0.4574468085106383,40.4,55.66666666666666
44,23.0,94,46.3,0.4631578947368421,41.7,57.0
45,20.0,95,47.0,0.46875,43.0,58.333333333333336
46,17.0,96,47.7,0.4742268041237113,44.3,59.66666666666666
25,81.0,97,33.1,0.2551020408163265,16.9,24.0
26,79.0,98,33.9,0.2626262626262626,18.1,25.0
27,76.0,99,34.6,0.27,19.4,26.33333333333333
28,73.0,100,35.3,0.2772277227722772,20.7,27.666666666666668
29,70.0,1,36.0,14.5,22.0,62.333333333333336
30,67.0,2,36.7,10.0,23.3,63.66666666666666
31,64.0,3,37.4,7.75,24.6,65.0
32,61.0,4,38.1,6.4,25.9,66.33333333333333
33,58.0,5,38.8,5.5,27.2,67.66666666666667
34,55.0,6,39.5,4.857142857142857,28.5,69.0
35,52.0,7,40.2,4.375,29.8,70.33333333333333
36,49.0,8,40.9,4.0,31.1,71.66666666666667
37,46.0,9,41.6,3.7,32.4,73.0
38,43.0,10,42.3,3.4545454545454546,33.7,74.33333333333333
39,40.0,11,43.0,3.25,35.0,75.66666666666667
40,37.0,12,43.7,3.076923076923077,36.3,77.0
41,34.0,13,44.4,2.9285714285714284,37.6,78.33333333333333
42,31.0,14,45.1,2.8,38.9,79.66666666666667
43,28.0,15,45.8,2.6875,40.2,81.0
44,25.0,16,46.5,2.588235294117647,41.5,82.33333333333333
45,22.0,17,47.2,2.5,42.8,83.66666666666667
46,19.0,18,47.9,2.421052631578948,44.1,85.0
25,80.0,19,33.0,1.25,17.0,50.333333333333336
26,77.0,20,33.7,1.238095238095238,18.3,51.66666666666666
27,74.0,21,34.4,1.2272727272727273,19.6,53.0
28,71.0,22,35.1,1.2173913043478262,20.9,54.333333333333336
29,68.0,23,35.8,1.2083333333333333,22.2,55.66666666666666
30,65.0,24,36.5,1.2,23.5,57.0
31,62.0,25,37.2,1.1923076923076923,24.8,58.333333333333336
32,59.0,26,37.9,1.1851851851851851,26.1,59.66666666666666
33,56.0,27,38.6,1.1785714285714286,27.4,61.0
34,53.0,28,39.3,1.1724137931034482,28.7,62.333333333333336
35,50.0,29,40.0,1.1666666666666667,30.0,63.66666666666666
36,47.0,30,40.7,1.1612903225806452,31.3,65.0
37,44.0,31,41.4,1.15625,32.6,66.33333333333333
38,41.0,32,42.1,1.1515151515151516,33.9,67.66666666666667
39,38.0,33,42.8,1.1470588235294117,35.2,69.0
40,35.0,34,43.5,1.1428571428571428,36.5,70.33333333333333
41,32.0,35,44.2,1.1388888888888888,37.8,71.66666666666667
42,29.0,36,44.9,1.135135135135135,39.1,73.0
43,26.0,37,45.6,1.131578947368421,40.4,74.33333333333333
44,23.0,38,46.3,1.1282051282051282,41.7,75.66666666666667
45,20.0,39,47.0,1.125,43.0,77.0
46,17.0,40,47.7,1.1219512195121952,44.3,78.33333333333333
25,80.0,41,33.0,0.5952380952380952,17.0,43.0
26,77.0,42,33.7,0.6046511627906976,18.3,44.333333333333336
27,74.0,43,34.4,0.6136363636363636,19.6,45.66666666666666
28,71.0,44,35.1,0.6222222222222222,20.9,47.0
29,68.0,45,35.8,0.6304347826086957,22.2,48.333333333333336
30,65.0,46,36.5,0.6382978723404256,23.5,49.66666666666666
31,62.0,47,37.2,0.6458333333333334,24.8,51.0
32,59.0,48,37.9,0.6530612244897959,26.1,52.333333333333336
33,56.0,49,38.6,0.66,27.4,53.66666666666666
34,53.0,50,39.3,0.6666666666666666,28.7,55.0
35,50.0,51,40.0,0.6730769230769231,30.0,56.333333333333336
36,47.0,52,40.7,0.6792452830188679,31.3,57.66666666666666
37,44.0,53,41.4,0.6851851851851852,32.6,59.0
38,41.0,54,42.1,0.6909090909090909,33.9,60.333333333333336
39,38.0,55,42.8,0.6964285714285714,35.2,61.66666666666666
