dataset_source,dataset_origin,plant_name,recommended_soil,growth_stage,temperature,humidity,soil_moisture,country,state,city,hemisphere,is_tropical_country,temperature_f,temperature_range,hot_day,cold_day,optimal_temperature,humidity_level,high_humidity,low_humidity,optimal_humidity,soil_status,dry_soil,wet_soil,optimal_soil,growth_progress,irrigation_score,irrigation_needed,irrigation_priority,watering_needed,water_stress,dryness_index,heat_index,evaporation_risk,good_growing_conditions
cropdata_updated,external,wheat,black soil,germination,42,29.0,18,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Low,0,1,0,Dry,1,0,0,-1,144.0,1,High,1,2.210526315789474,39.1,44.9,79.0,0
cropdata_updated,external,wheat,black soil,germination,43,26.0,19,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Low,0,1,0,Dry,1,0,0,-1,145.0,1,High,1,2.15,40.4,45.6,80.33333333333333,0
cropdata_updated,external,wheat,black soil,germination,44,23.0,20,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Low,0,1,0,Dry,1,0,0,-1,146.0,1,High,1,2.0952380952380953,41.7,46.3,81.66666666666667,0
cropdata_updated,external,wheat,black soil,germination,45,20.0,21,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Low,0,1,0,Dry,1,0,0,-1,147.0,1,High,1,2.0454545454545454,43.0,47.0,83.0,0
cropdata_updated,external,wheat,black soil,germination,46,17.0,22,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,1,0,Dry,1,0,0,-1,148.0,1,High,1,2.0,44.3,47.7,84.33333333333333,0
cropdata_updated,external,wheat,black soil,germination,25,80.0,23,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Dry,1,0,0,-1,105.0,1,High,1,1.0416666666666667,17.0,33.0,49.0,0
cropdata_updated,external,wheat,black soil,germination,26,77.5,24,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Dry,1,0,0,-1,105.8,1,High,1,1.04,18.25,33.75,50.166666666666664,0
cropdata_updated,external,wheat,black soil,germination,27,75.0,25,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Dry,1,0,0,-1,106.6,1,High,1,1.0384615384615385,19.5,34.5,51.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,28,72.5,26,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Dry,1,0,0,-1,107.4,1,High,1,1.037037037037037,20.75,35.25,52.5,0
cropdata_updated,external,wheat,black soil,germination,29,70.0,27,Unknown,Unknown,Unknown,Unknown,0,84.2,4,0,0,1,Normal,0,0,1,Dry,1,0,0,-1,108.2,1,High,1,1.0357142857142858,22.0,36.0,53.666666666666664,0
cropdata_updated,external,wheat,black soil,germination,30,67.5,28,Unknown,Unknown,Unknown,Unknown,0,86.0,5,1,0,1,Normal,0,0,1,Dry,1,0,0,-1,109.0,1,High,1,1.0344827586206897,23.25,36.75,54.833333333333336,0
cropdata_updated,external,wheat,black soil,germination,31,65.0,29,Unknown,Unknown,Unknown,Unknown,0,87.8,6,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,109.8,1,High,1,1.0333333333333334,24.5,37.5,56.0,0
cropdata_updated,external,wheat,black soil,germination,32,62.5,30,Unknown,Unknown,Unknown,Unknown,0,89.6,7,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,110.6,1,High,1,1.032258064516129,25.75,38.25,57.166666666666664,0
cropdata_updated,external,wheat,black soil,germination,33,60.0,31,Unknown,Unknown,Unknown,Unknown,0,91.4,8,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,111.4,1,High,2,1.03125,27.0,39.0,58.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,34,57.5,32,Unknown,Unknown,Unknown,Unknown,0,93.2,9,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,112.2,1,High,2,1.0303030303030303,28.25,39.75,59.5,0
cropdata_updated,external,wheat,black soil,germination,35,55.0,33,Unknown,Unknown,Unknown,Unknown,0,95.0,10,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,113.0,1,High,2,1.0294117647058822,29.5,40.5,60.666666666666664,0
cropdata_updated,external,wheat,black soil,germination,36,52.5,34,Unknown,Unknown,Unknown,Unknown,0,96.8,11,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,113.8,1,High,2,1.0285714285714285,30.75,41.25,61.833333333333336,0
cropdata_updated,external,wheat,black soil,germination,37,50.0,35,Unknown,Unknown,Unknown,Unknown,0,98.6,12,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,114.6,1,High,2,1.0277777777777777,32.0,42.0,63.0,0
cropdata_updated,external,wheat,black soil,germination,38,47.5,36,Unknown,Unknown,Unknown,Unknown,0,100.4,13,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,115.4,1,High,2,1.027027027027027,33.25,42.75,64.16666666666667,0
cropdata_updated,external,wheat,black soil,germination,39,45.0,37,Unknown,Unknown,Unknown,Unknown,0,102.2,14,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,116.2,1,High,2,1.0263157894736843,34.5,43.5,65.33333333333333,0
cropdata_updated,external,wheat,black soil,germination,40,42.5,38,Unknown,Unknown,Unknown,Unknown,0,104.0,15,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,117.0,1,High,2,1.0256410256410255,35.75,44.25,66.5,0
cropdata_updated,external,wheat,black soil,germination,41,40.0,39,Unknown,Unknown,Unknown,Unknown,0,105.8,16,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,117.8,1,High,2,1.025,37.0,45.0,67.66666666666667,0
cropdata_updated,external,wheat,black soil,germination,42,37.5,40,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Low,0,0,0,Optimal,0,0,1,-1,118.6,1,High,2,1.024390243902439,38.25,45.75,68.83333333333333,0
cropdata_updated,external,wheat,black soil,germination,43,35.0,41,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Low,0,0,0,Optimal,0,0,1,-1,119.4,1,High,0,1.0238095238095237,39.5,46.5,70.0,0
cropdata_updated,external,wheat,black soil,germination,44,32.5,42,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,120.2,1,High,0,1.0232558139534884,40.75,47.25,71.16666666666667,0
cropdata_updated,external,wheat,black soil,germination,45,30.0,43,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,121.0,1,High,0,1.0227272727272727,42.0,48.0,72.33333333333333,0
cropdata_updated,external,wheat,black soil,germination,46,27.5,44,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,121.8,1,High,0,1.0222222222222221,43.25,48.75,73.5,0
cropdata_updated,external,wheat,black soil,germination,25,80.0,45,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Optimal,0,0,1,-1,83.0,1,High,0,0.5434782608695652,17.0,33.0,41.666666666666664,0
cropdata_updated,external,wheat,black soil,germination,26,77.3,46,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Optimal,0,0,1,-1,83.88,1,High,0,0.5531914893617021,18.27,33.730000000000004,42.9,0
cropdata_updated,external,wheat,black soil,germination,27,74.6,47,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Optimal,0,0,1,-1,84.76,1,High,0,0.5625,19.54,34.46,44.13333333333333,0
cropdata_updated,external,wheat,black soil,germination,28,71.9,48,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Optimal,0,0,1,-1,85.64,1,High,0,0.5714285714285714,20.81,35.19,45.36666666666667,0
cropdata_updated,external,wheat,black soil,germination,29,69.2,49,Unknown,Unknown,Unknown,Unknown,0,84.2,4,0,0,1,Normal,0,0,1,Optimal,0,0,1,-1,86.52,1,High,0,0.58,22.08,35.92,46.6,1
cropdata_updated,external,wheat,black soil,germination,30,66.5,50,Unknown,Unknown,Unknown,Unknown,0,86.0,5,1,0,1,Normal,0,0,1,Optimal,0,0,1,-1,87.4,1,High,0,0.5882352941176471,23.35,36.65,47.833333333333336,1
cropdata_updated,external,wheat,black soil,germination,31,63.8,51,Unknown,Unknown,Unknown,Unknown,0,87.8,6,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,88.28,1,High,0,0.5961538461538461,24.62,37.38,49.06666666666666,0
cropdata_updated,external,wheat,black soil,germination,32,61.1,52,Unknown,Unknown,Unknown,Unknown,0,89.6,7,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,89.16,1,High,0,0.6037735849056604,25.89,38.11,50.300000000000004,0
cropdata_updated,external,wheat,black soil,germination,33,58.4,53,Unknown,Unknown,Unknown,Unknown,0,91.4,8,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,90.04,1,High,0,0.6111111111111112,27.16,38.84,51.53333333333333,0
cropdata_updated,external,wheat,black soil,germination,34,55.7,54,Unknown,Unknown,Unknown,Unknown,0,93.2,9,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,90.92,1,High,0,0.6181818181818182,28.43,39.57,52.76666666666667,0
cropdata_updated,external,wheat,black soil,germination,35,53.0,55,Unknown,Unknown,Unknown,Unknown,0,95.0,10,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,91.8,1,High,0,0.625,29.7,40.3,54.0,0
cropdata_updated,external,wheat,black soil,germination,36,50.3,56,Unknown,Unknown,Unknown,Unknown,0,96.8,11,1,0,0,Normal,0,0,1,Optimal,0,0,1,-1,92.68,1,High,0,0.631578947368421,30.97,41.03,55.23333333333333,0
cropdata_updated,external,wheat,black soil,germination,37,47.6,57,Unknown,Unknown,Unknown,Unknown,0,98.6,12,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,93.56,1,High,0,0.6379310344827587,32.24,41.76,56.46666666666667,0
cropdata_updated,external,wheat,black soil,germination,38,44.9,58,Unknown,Unknown,Unknown,Unknown,0,100.4,13,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,94.44,1,High,0,0.6440677966101694,33.51,42.49,57.699999999999996,0
cropdata_updated,external,wheat,black soil,germination,39,42.2,59,Unknown,Unknown,Unknown,Unknown,0,102.2,14,1,0,0,Normal,0,0,0,Optimal,0,0,1,-1,95.32,1,High,0,0.65,34.78,43.22,58.93333333333334,0
cropdata_updated,external,wheat,black soil,germination,40,39.5,60,Unknown,Unknown,Unknown,Unknown,0,104.0,15,1,0,0,Low,0,0,0,Optimal,0,0,1,-1,96.2,1,High,0,0.6557377049180327,36.05,43.95,60.166666666666664,0
cropdata_updated,external,wheat,black soil,germination,41,36.8,61,Unknown,Unknown,Unknown,Unknown,0,105.8,16,1,0,0,Low,0,0,0,Optimal,0,0,1,-1,97.08,1,High,0,0.6612903225806451,37.32,44.68,61.4,0
cropdata_updated,external,wheat,black soil,germination,42,34.1,62,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,97.96,1,High,0,0.6666666666666666,38.59,45.41,62.63333333333333,0
cropdata_updated,external,wheat,black soil,germination,43,31.4,63,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,98.84,1,High,0,0.671875,39.86,46.14,63.86666666666667,0
cropdata_updated,external,wheat,black soil,germination,44,28.7,64,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,99.72,1,High,0,0.676923076923077,41.13,46.87,65.10000000000001,0
cropdata_updated,external,wheat,black soil,germination,45,26.0,65,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,100.6,1,High,0,0.6818181818181818,42.4,47.6,66.33333333333333,0
cropdata_updated,external,wheat,black soil,germination,46,23.3,66,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,1,0,Optimal,0,0,1,-1,101.48,1,High,0,0.6865671641791045,43.67,48.33,67.56666666666666,0
cropdata_updated,external,wheat,black soil,germination,25,80.0,67,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Optimal,0,0,1,-1,61.0,0,Medium,0,0.36764705882352944,17.0,33.0,34.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,26,78.0,68,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Optimal,0,0,1,-1,61.6,0,Medium,0,0.37681159420289856,18.2,33.8,35.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,27,76.0,69,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Optimal,0,0,1,-1,62.2,0,Medium,0,0.38571428571428573,19.4,34.6,36.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,28,74.0,70,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Optimal,0,0,1,-1,62.8,0,Medium,0,0.39436619718309857,20.6,35.4,37.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,29,72.0,71,Unknown,Unknown,Unknown,Unknown,0,84.2,4,0,0,1,High,0,0,0,Wet,0,1,0,-1,63.4,0,Medium,0,0.4027777777777778,21.8,36.2,38.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,30,70.0,72,Unknown,Unknown,Unknown,Unknown,0,86.0,5,1,0,1,Normal,0,0,1,Wet,0,1,0,-1,64.0,0,Medium,0,0.410958904109589,23.0,37.0,39.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,31,68.0,73,Unknown,Unknown,Unknown,Unknown,0,87.8,6,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,64.6,0,Medium,0,0.4189189189189189,24.2,37.8,40.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,32,66.0,74,Unknown,Unknown,Unknown,Unknown,0,89.6,7,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,65.2,0,Medium,0,0.4266666666666667,25.4,38.6,41.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,33,64.0,75,Unknown,Unknown,Unknown,Unknown,0,91.4,8,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,65.8,0,Medium,0,0.4342105263157895,26.6,39.4,42.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,34,62.0,76,Unknown,Unknown,Unknown,Unknown,0,93.2,9,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,66.4,0,Medium,0,0.44155844155844154,27.8,40.2,43.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,35,60.0,77,Unknown,Unknown,Unknown,Unknown,0,95.0,10,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,67.0,0,Medium,0,0.44871794871794873,29.0,41.0,44.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,36,58.0,78,Unknown,Unknown,Unknown,Unknown,0,96.8,11,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,67.6,0,Medium,0,0.45569620253164556,30.2,41.8,45.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,37,56.0,79,Unknown,Unknown,Unknown,Unknown,0,98.6,12,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,68.2,0,Medium,0,0.4625,31.4,42.6,46.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,38,54.0,80,Unknown,Unknown,Unknown,Unknown,0,100.4,13,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,68.8,0,Medium,0,0.4691358024691358,32.6,43.4,47.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,39,52.0,81,Unknown,Unknown,Unknown,Unknown,0,102.2,14,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,69.4,0,Medium,0,0.47560975609756095,33.8,44.2,48.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,40,50.0,82,Unknown,Unknown,Unknown,Unknown,0,104.0,15,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,70.0,0,Medium,0,0.4819277108433735,35.0,45.0,49.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,41,48.0,83,Unknown,Unknown,Unknown,Unknown,0,105.8,16,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,70.6,0,Medium,0,0.4880952380952381,36.2,45.8,50.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,42,46.0,84,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,71.2,0,Medium,0,0.49411764705882355,37.4,46.6,51.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,43,44.0,85,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,71.8,0,Medium,0,0.5,38.6,47.4,52.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,44,42.0,86,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,72.4,0,Medium,0,0.5057471264367817,39.8,48.2,53.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,45,40.0,87,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Normal,0,0,0,Wet,0,1,0,-1,73.0,0,Medium,0,0.5113636363636364,41.0,49.0,54.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,46,38.0,88,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,0,0,Wet,0,1,0,-1,73.6,0,Medium,0,0.5168539325842697,42.2,49.8,55.333333333333336,0
cropdata_updated,external,wheat,black soil,germination,25,80.0,89,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Wet,0,1,0,-1,39.0,0,Low,0,0.2777777777777778,17.0,33.0,27.0,0
cropdata_updated,external,wheat,black soil,germination,26,78.0,90,Unknown,Unknown,Unknown,Unknown,0,78.8,1,0,0,1,High,0,0,0,Wet,0,1,0,-1,39.6,0,Low,0,0.2857142857142857,18.2,33.8,28.0,0
cropdata_updated,external,wheat,black soil,germination,27,76.0,91,Unknown,Unknown,Unknown,Unknown,0,80.6,2,0,0,1,High,0,0,0,Wet,0,1,0,-1,40.2,0,Medium,0,0.29347826086956524,19.4,34.6,29.0,0
cropdata_updated,external,wheat,black soil,germination,28,74.0,92,Unknown,Unknown,Unknown,Unknown,0,82.4,3,0,0,1,High,0,0,0,Wet,0,1,0,-1,40.8,0,Medium,0,0.3010752688172043,20.6,35.4,30.0,0
cropdata_updated,external,wheat,black soil,germination,29,72.0,93,Unknown,Unknown,Unknown,Unknown,0,84.2,4,0,0,1,High,0,0,0,Wet,0,1,0,-1,41.4,0,Medium,0,0.30851063829787234,21.8,36.2,31.0,0
cropdata_updated,external,wheat,black soil,germination,30,70.0,94,Unknown,Unknown,Unknown,Unknown,0,86.0,5,1,0,1,Normal,0,0,1,Wet,0,1,0,-1,42.0,0,Medium,0,0.3157894736842105,23.0,37.0,32.0,0
cropdata_updated,external,wheat,black soil,germination,31,68.0,95,Unknown,Unknown,Unknown,Unknown,0,87.8,6,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,42.6,0,Medium,0,0.3229166666666667,24.2,37.8,33.0,0
cropdata_updated,external,wheat,black soil,germination,32,66.0,96,Unknown,Unknown,Unknown,Unknown,0,89.6,7,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,43.2,0,Medium,0,0.32989690721649484,25.4,38.6,34.0,0
cropdata_updated,external,wheat,black soil,germination,33,64.0,97,Unknown,Unknown,Unknown,Unknown,0,91.4,8,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,43.8,0,Medium,0,0.336734693877551,26.6,39.4,35.0,0
cropdata_updated,external,wheat,black soil,germination,34,62.0,98,Unknown,Unknown,Unknown,Unknown,0,93.2,9,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,44.4,0,Medium,0,0.3434343434343434,27.8,40.2,36.0,0
cropdata_updated,external,wheat,black soil,germination,35,60.0,99,Unknown,Unknown,Unknown,Unknown,0,95.0,10,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,45.0,0,Medium,0,0.35,29.0,41.0,37.0,0
cropdata_updated,external,wheat,black soil,germination,36,58.0,100,Unknown,Unknown,Unknown,Unknown,0,96.8,11,1,0,0,Normal,0,0,1,Wet,0,1,0,-1,45.6,0,Medium,0,0.3564356435643564,30.2,41.8,38.0,0
cropdata_updated,external,wheat,black soil,seedling stage,37,56.0,1,Unknown,Unknown,Unknown,Unknown,0,98.6,12,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,146.2,1,High,1,18.5,31.4,42.6,72.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,38,54.0,2,Unknown,Unknown,Unknown,Unknown,0,100.4,13,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,146.8,1,High,1,12.666666666666666,32.6,43.4,73.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,39,52.0,3,Unknown,Unknown,Unknown,Unknown,0,102.2,14,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,147.4,1,High,1,9.75,33.8,44.2,74.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,40,50.0,4,Unknown,Unknown,Unknown,Unknown,0,104.0,15,1,0,0,Normal,0,0,1,Dry,1,0,0,-1,148.0,1,High,1,8.0,35.0,45.0,75.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,41,48.0,5,Unknown,Unknown,Unknown,Unknown,0,105.8,16,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,148.6,1,High,1,6.833333333333333,36.2,45.8,76.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,42,46.0,6,Unknown,Unknown,Unknown,Unknown,0,107.6,17,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,149.2,1,High,1,6.0,37.4,46.6,77.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,43,44.0,7,Unknown,Unknown,Unknown,Unknown,0,109.4,18,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,149.8,1,High,1,5.375,38.6,47.4,78.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,44,42.0,8,Unknown,Unknown,Unknown,Unknown,0,111.2,19,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,150.4,1,High,1,4.888888888888889,39.8,48.2,79.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,45,40.0,9,Unknown,Unknown,Unknown,Unknown,0,113.0,20,1,0,0,Normal,0,0,0,Dry,1,0,0,-1,151.0,1,High,1,4.5,41.0,49.0,80.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,46,38.0,10,Unknown,Unknown,Unknown,Unknown,0,114.8,21,1,0,0,Low,0,0,0,Dry,1,0,0,-1,151.6,1,High,1,4.181818181818182,42.2,49.8,81.33333333333333,0
cropdata_updated,external,wheat,black soil,seedling stage,25,80.0,11,Unknown,Unknown,Unknown,Unknown,0,77.0,0,0,0,1,High,0,0,0,Dry,1,0,0,-1,117.0,1,High,1,2.0833333333333335,17.0,33.0,53.0,0
