species_id,scientific_name,life_cycle,environment_type,watering_interval_days,recommended_soil,recommended_sunlight,temperature,humidity,soil_moisture,soil_ph,rainfall,rain_probability,wind_speed,season,month,hour,plant_age_days,latitude,longitude,heat_index,water_stress,dryness_index,evaporation_risk,watering_needed
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,30.04,79.1,60.72,0.9333333333333328,4.0,35.1,1.5638888888888889,Wet,1,15,26,-6.928572,107.628559,37.95,0.4867141931302657,22.13,40.086666666666666,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.36,91.1,54.79,0.9916666666666664,0.0,60.7,1.338888888888889,Wet,1,18,26,-6.928572,107.628559,32.47,0.4187130310091414,14.25,33.61000000000001,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.15,85.2,48.75,0.3999999999999994,0.43,54.8,1.0,Wet,1,21,26,-6.928572,107.628559,31.67,0.4653266331658291,14.63,37.45,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.26,85.5,48.1,0.4499999999999993,0.0,38.8,1.5222222222222224,Wet,1,0,26,-6.928572,107.628559,33.81,0.514460285132383,16.71,38.973333333333336,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.09,84.6,50.58,0.041666666666666,1.34,59.2,1.2583333333333333,Wet,1,3,26,-6.928572,107.628559,33.55,0.4864288483908491,16.630000000000003,38.333333333333336,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.47,87.5,61.29,0.6249999999999991,4.21,47.1,1.3444444444444443,Wet,1,6,26,-6.928572,107.628559,33.22,0.3928399422058115,15.72,33.38333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,27.84,81.2,37.25,0.7749999999999995,0.0,44.2,2.094444444444445,Wet,1,9,26,-6.928572,107.628559,35.96,0.7278431372549019,19.72,45.74333333333333,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,31.19,68.7,38.58,0.5083333333333329,0.0,33.6,1.5166666666666666,Wet,1,12,26,-6.928572,107.628559,38.06,0.7880242546740779,24.32,51.70000000000001,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,28.18,76.9,52.84,0.0833333333333321,0.0,39.4,1.4805555555555556,Wet,1,15,26,-6.928572,107.628559,35.870000000000005,0.5234026745913818,20.49,42.20666666666666,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.09,89.3,61.05,0.4833333333333325,0.0,54.6,0.7944444444444444,Wet,1,18,26,-6.928572,107.628559,33.02,0.388235294117647,15.16,32.61000000000001,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.17,87.8,71.69,0.2249999999999987,8.73,43.5,0.9,Wet,1,21,26,-6.928572,107.628559,33.95,0.3462649607924061,16.39,30.28333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.06,85.6,57.15,0.4999999999999991,0.0,43.7,0.7444444444444445,Wet,1,0,26,-6.928572,107.628559,33.62,0.4309544282029234,16.5,35.79,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.63,89.0,54.07,0.6499999999999995,0.0,44.1,0.8527777777777777,Wet,1,3,26,-6.928572,107.628559,31.53,0.4109315416742328,13.73,34.06333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.18,83.5,47.58,0.9333333333333328,0.0,58.2,0.8388888888888889,Wet,1,6,26,-6.928572,107.628559,32.53,0.4977356937011116,15.83,39.09333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.11,76.4,52.66,0.5750000000000002,0.0,29.4,2.091666666666667,Wet,1,9,26,-6.928572,107.628559,36.75,0.5424897502795378,21.47,43.053333333333335,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,30.57,75.8,53.11,0.3499999999999996,2.78,43.8,1.933333333333333,Wet,1,12,26,-6.928572,107.628559,38.15,0.5649602661245611,22.99,44.07666666666668,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.7,80.1,44.6,0.2416666666666662,2.12,37.8,1.963888888888889,Wet,1,15,26,-6.928572,107.628559,37.71,0.6513157894736842,21.69,44.900000000000006,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.04,94.1,66.75,0.2333333333333334,3.63,64.8,1.3444444444444443,Wet,1,18,26,-6.928572,107.628559,32.45,0.3400738007380073,13.63,28.41,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.98,92.0,54.62,0.1833333333333326,2.01,53.1,1.152777777777778,Wet,1,21,26,-6.928572,107.628559,32.18,0.4131607335490831,13.78,33.11333333333334,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.55,92.0,59.18,0.208333333333333,2.64,64.9,1.336111111111111,Wet,1,0,26,-6.928572,107.628559,32.75,0.3913260219341974,14.35,31.973333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.71,93.2,67.76,0.0749999999999992,3.3,53.7,1.3555555555555554,Wet,1,3,26,-6.928572,107.628559,32.03,0.3302792321116928,13.39,28.15333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.58,94.5,47.61,0.1166666666666662,0.0,52.8,1.65,Wet,1,6,26,-6.928572,107.628559,32.03,0.4645134745937049,13.13,34.35,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,28.49,81.2,51.49,0.4999999999999991,0.0,43.7,1.2972222222222225,Wet,1,9,26,-6.928572,107.628559,36.61,0.5427700514383692,20.37,41.43,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.63,75.3,48.04,0.6416666666666657,0.0,39.8,2.055555555555556,Wet,1,12,26,-6.928572,107.628559,37.16,0.6042006525285482,22.1,45.30666666666667,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,28.04,78.6,47.71,0.0583333333333326,0.0,53.4,1.7916666666666667,Wet,1,15,26,-6.928572,107.628559,35.9,0.5756518168753849,20.18,43.25666666666667,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.2,85.4,58.69,0.916666666666666,1.28,53.4,1.3722222222222222,Wet,1,18,26,-6.928572,107.628559,33.74,0.4221812698944547,16.659999999999997,35.43666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.49,85.6,66.57,0.1083333333333325,5.94,55.5,1.2472222222222222,Wet,1,21,26,-6.928572,107.628559,33.05,0.3624389521977209,15.93,32.27,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.41,86.1,54.07,0.9416666666666664,0.0,57.0,1.0083333333333333,Wet,1,0,26,-6.928572,107.628559,32.02,0.4250953332122753,14.8,35.550000000000004,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.03,90.7,51.54,0.5166666666666666,0.0,65.7,1.336111111111111,Wet,1,3,26,-6.928572,107.628559,33.1,0.4573658165207461,14.96,35.27333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.36,83.0,62.26,0.6916666666666664,1.07,57.8,0.997222222222222,Wet,1,6,26,-6.928572,107.628559,32.66,0.3850774581093898,16.06,34.48666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,27.59,85.1,51.28,0.3083333333333327,0.0,51.8,1.6277777777777778,Wet,1,9,26,-6.928572,107.628559,36.1,0.527735271614384,19.08,39.6,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,31.66,70.6,49.37,0.9916666666666664,0.95,32.2,2.058333333333333,Wet,1,12,26,-6.928572,107.628559,38.72,0.6285487393289657,24.6,47.78333333333333,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,30.11,77.8,44.53,0.2249999999999987,0.0,35.0,1.8611111111111112,Wet,1,15,26,-6.928572,107.628559,37.89,0.6613222051394685,22.33,45.96333333333333,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.25,81.4,55.94,0.6333333333333329,0.0,36.6,1.2111111111111112,Wet,1,18,26,-6.928572,107.628559,33.39,0.4434492448191078,17.11,37.72,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.77,85.6,61.51,0.583333333333333,0.0,57.2,1.1083333333333334,Wet,1,21,26,-6.928572,107.628559,33.33,0.3962565989441689,16.21,34.14333333333334,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.98,93.6,51.44,0.8666666666666663,0.0,56.4,1.511111111111111,Wet,1,0,26,-6.928572,107.628559,32.34,0.4382151029748284,13.62,33.64000000000001,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.95,85.3,52.37,0.458333333333333,0.0,47.8,0.9222222222222222,Wet,1,3,26,-6.928572,107.628559,32.48,0.4487539816376241,15.42,36.74333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.74,87.0,62.15,0.6666666666666661,3.87,48.1,0.9027777777777778,Wet,1,6,26,-6.928572,107.628559,31.44,0.3600950118764845,14.04,32.11,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,28.85,73.2,64.62,0.8083333333333327,5.63,45.2,1.933333333333333,Wet,1,9,26,-6.928572,107.628559,36.17,0.4396525449558061,21.53,39.96,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,32.14,71.5,39.24,0.1916666666666664,0.0,34.9,1.6805555555555554,Wet,1,12,26,-6.928572,107.628559,39.29,0.7987077534791253,24.99,51.18,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.96,75.7,44.91,0.7749999999999995,0.0,45.3,2.058333333333333,Wet,1,15,26,-6.928572,107.628559,37.53,0.652581137007188,22.39,46.43666666666667,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.96,86.8,60.45,0.3416666666666659,0.0,54.8,1.3972222222222224,Wet,1,18,26,-6.928572,107.628559,32.64,0.3899104963384865,15.28,33.556666666666665,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.44,85.1,48.34,0.0,0.0,58.9,1.338888888888889,Wet,1,21,26,-6.928572,107.628559,33.95,0.5156059991892987,16.93,39.14666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.1,82.3,60.76,0.0666666666666664,3.8,40.5,1.136111111111111,Wet,1,0,26,-6.928572,107.628559,33.33,0.4064119170984456,16.87,35.71333333333334,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.33,93.7,58.98,0.6249999999999991,0.0,55.8,1.152777777777778,Wet,1,3,26,-6.928572,107.628559,32.7,0.3889629876625541,13.959999999999996,31.326666666666664,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.36,82.2,47.5,0.6583333333333332,0.0,35.8,0.7333333333333334,Wet,1,6,26,-6.928572,107.628559,33.58,0.5228865979381443,17.14,40.34,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.97,76.5,52.26,0.5083333333333329,0.0,34.2,1.2972222222222225,Wet,1,9,26,-6.928572,107.628559,37.62,0.5627112279384153,22.32,43.72666666666667,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,30.27,73.3,45.44,0.833333333333333,0.0,39.9,2.086111111111111,Wet,1,12,26,-6.928572,107.628559,37.6,0.6518087855297158,22.94,47.26666666666667,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,28.38,79.4,43.11,0.3416666666666659,0.0,53.7,2.0694444444444446,Wet,1,15,26,-6.928572,107.628559,36.32,0.6433915211970075,20.44,44.75,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.09,90.6,58.51,0.8499999999999988,3.04,62.6,1.3722222222222222,Wet,1,18,26,-6.928572,107.628559,32.15,0.3880020164678205,14.03,32.35666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.92,88.8,63.33,0.6999999999999993,2.61,54.4,1.2111111111111112,Wet,1,21,26,-6.928572,107.628559,33.800000000000004,0.3873775843307944,16.040000000000003,32.57,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.44,82.0,52.8,0.2583333333333328,0.0,44.1,1.1166666666666665,Wet,1,0,26,-6.928572,107.628559,32.64,0.454275092936803,16.240000000000002,38.02666666666666,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.88,84.6,56.85,0.4166666666666661,0.0,40.8,1.3277777777777775,Wet,1,3,26,-6.928572,107.628559,32.34,0.4127917026793431,15.42,35.43666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.82,85.7,50.93,0.5083333333333329,0.0,57.5,1.0083333333333333,Wet,1,6,26,-6.928572,107.628559,33.39,0.477951088003081,16.25,37.67,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,28.29,78.3,42.48,0.0999999999999996,0.0,48.3,1.8361111111111112,Wet,1,9,26,-6.928572,107.628559,36.12,0.6506439742410304,20.46,45.26666666666667,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,30.48,74.1,47.55,0.4666666666666659,2.28,34.6,1.6611111111111112,Wet,1,12,26,-6.928572,107.628559,37.89,0.6278063851699279,23.07,46.43666666666667,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.12,77.2,61.12,0.7166666666666668,6.88,33.8,1.5805555555555555,Wet,1,15,26,-6.928572,107.628559,36.84,0.4687701223438506,21.4,39.97333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.93,90.1,62.8,0.0249999999999994,4.24,52.8,0.9805555555555556,Wet,1,18,26,-6.928572,107.628559,32.94,0.3750783699059561,14.92,31.653333333333336,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.49,85.5,61.15,0.1916666666666664,2.43,50.7,1.663888888888889,Wet,1,21,26,-6.928572,107.628559,33.04,0.3940466613032984,15.939999999999998,34.11,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.86,86.2,58.89,0.9749999999999996,0.0,43.7,1.0,Wet,1,0,26,-6.928572,107.628559,32.480000000000004,0.3983970612790115,15.239999999999998,34.21,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.57,83.5,63.28,0.3249999999999993,1.87,53.2,1.2666666666666666,Wet,1,3,26,-6.928572,107.628559,32.92,0.3822339763534536,16.22,34.12,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.44,88.1,69.72,0.0749999999999992,5.18,47.2,0.9888888888888888,Wet,1,6,26,-6.928572,107.628559,34.25,0.3597285067873303,16.630000000000003,31.02,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,27.59,75.8,49.15,0.0249999999999994,0.0,34.8,1.805555555555556,Wet,1,9,26,-6.928572,107.628559,35.17,0.5501495513459621,20.01,43.41,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.54,74.0,51.93,0.0583333333333326,6.77,37.5,2.327777777777778,Wet,1,12,26,-6.928572,107.628559,36.94,0.5580955979595692,22.14,44.38333333333333,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,27.79,75.5,39.53,0.0666666666666664,0.0,39.3,1.8527777777777776,Wet,1,15,26,-6.928572,107.628559,35.34,0.6856649395509499,20.24,46.85,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.35,80.8,56.54,0.4333333333333327,0.0,38.8,1.1,Wet,1,18,26,-6.928572,107.628559,33.43,0.440563086548488,17.270000000000003,37.78666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.83,84.9,67.85,0.8499999999999988,6.36,58.7,1.2666666666666666,Wet,1,21,26,-6.928572,107.628559,33.32,0.360639070442992,16.339999999999996,32.303333333333335,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.68,95.2,51.23,0.4333333333333327,0.0,49.6,1.3027777777777778,Wet,1,0,26,-6.928572,107.628559,32.2,0.4342331993107409,13.16,32.97666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.22,90.0,58.04,0.6666666666666661,1.6,45.7,1.363888888888889,Wet,1,3,26,-6.928572,107.628559,32.22,0.3932926829268292,14.22,32.800000000000004,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.36,87.0,56.95,0.375,2.6,59.6,0.9222222222222222,Wet,1,6,26,-6.928572,107.628559,32.06,0.4031061259706643,14.66,34.25666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.22,79.9,44.41,0.9083333333333324,2.24,36.6,1.4027777777777777,Wet,1,9,26,-6.928572,107.628559,37.21,0.6434706011891654,21.23,44.71,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.93,71.0,47.74,0.1749999999999998,0.0,42.0,2.1888888888888887,Wet,1,12,26,-6.928572,107.628559,37.03,0.6140746819860484,22.83,47.04,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,28.86,75.6,50.44,0.7583333333333329,2.88,37.3,1.711111111111111,Wet,1,15,26,-6.928572,107.628559,36.42,0.5610419906687403,21.3,43.89333333333334,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.17,87.7,70.77,0.0499999999999989,5.9,54.2,0.9166666666666666,Wet,1,18,26,-6.928572,107.628559,33.940000000000005,0.3507036366169709,16.400000000000002,30.62333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.26,82.5,59.21,0.6583333333333332,0.0,52.8,1.255555555555555,Wet,1,21,26,-6.928572,107.628559,32.510000000000005,0.402923102474672,16.01,35.60333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.06,87.1,60.03,0.4249999999999989,0.0,45.8,1.1194444444444445,Wet,1,0,26,-6.928572,107.628559,32.77,0.3942323447484843,15.35,33.663333333333334,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.91,87.1,71.63,0.2916666666666661,8.2,46.8,0.85,Wet,1,3,26,-6.928572,107.628559,32.62,0.3292028087567121,15.2,29.69666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.49,85.8,60.63,0.0249999999999994,4.36,56.0,0.7805555555555556,Wet,1,6,26,-6.928572,107.628559,33.07,0.3973714100275839,15.909999999999998,34.18333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.77,79.3,48.74,0.6249999999999991,1.93,51.1,2.0305555555555554,Wet,1,9,26,-6.928572,107.628559,37.7,0.5985122637716124,21.84,43.833333333333336,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,31.06,74.2,37.27,0.7166666666666668,0.0,38.2,1.4388888888888889,Wet,1,12,26,-6.928572,107.628559,38.48,0.8116017768487065,23.64,50.21666666666666,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,28.31,82.5,57.02,0.8666666666666663,3.24,46.2,1.797222222222222,Wet,1,15,26,-6.928572,107.628559,36.56,0.4879351947604274,20.06,39.03333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.43,84.1,69.12,0.208333333333333,9.23,45.9,1.511111111111111,Wet,1,18,26,-6.928572,107.628559,31.84,0.3341414717626925,15.02,31.21333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.44,83.4,61.48,0.1333333333333328,3.56,57.8,1.3805555555555555,Wet,1,21,26,-6.928572,107.628559,32.78,0.3911651728553137,16.1,34.666666666666664,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.92,87.5,64.7,0.9083333333333324,2.62,43.0,1.2777777777777777,Wet,1,0,26,-6.928572,107.628559,32.67,0.3640791476407914,15.170000000000002,31.88,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.71,93.2,57.43,0.4249999999999989,2.8,65.7,1.461111111111111,Wet,1,3,26,-6.928572,107.628559,32.03,0.3886702036625021,13.39,31.596666666666664,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.68,89.8,54.14,0.3833333333333328,0.0,55.7,1.5361111111111112,Wet,1,6,26,-6.928572,107.628559,33.66,0.4475879579252811,15.7,35.14,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,28.45,81.1,52.79,0.5249999999999995,0.0,42.1,2.0305555555555554,Wet,1,9,26,-6.928572,107.628559,36.56,0.5289087190927682,20.34,41.00333333333334,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,30.65,77.4,57.16,0.4416666666666664,4.34,39.3,1.85,Wet,1,12,26,-6.928572,107.628559,38.39,0.5269944979367263,22.91,42.24666666666666,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,30.41,77.3,42.75,0.8583333333333334,1.65,44.9,2.1222222222222222,Wet,1,15,26,-6.928572,107.628559,38.14,0.6950857142857143,22.68,46.92333333333334,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.5,84.9,52.09,0.3416666666666659,2.2,57.1,1.5805555555555555,Wet,1,18,26,-6.928572,107.628559,31.99,0.4426445658316066,15.01,36.67,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.11,90.2,56.97,0.2833333333333323,0.0,44.0,0.9527777777777778,Wet,1,21,26,-6.928572,107.628559,34.13,0.4331550802139037,16.09,34.35,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.74,88.7,70.89,0.2166666666666659,6.3,56.9,1.6222222222222222,Wet,1,0,26,-6.928572,107.628559,31.61,0.3163165947976074,13.869999999999996,28.629999999999995,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.96,88.3,60.97,0.3249999999999993,4.26,55.1,1.3611111111111112,Wet,1,3,26,-6.928572,107.628559,32.79,0.3866386961432951,15.13,32.88333333333333,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,22.77,95.2,49.66,0.6666666666666661,0.0,65.4,0.7916666666666666,Wet,1,6,26,-6.928572,107.628559,32.29,0.4494670351362022,13.25,33.56,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,27.54,78.6,41.01,0.0083333333333328,0.0,32.0,1.6055555555555556,Wet,1,9,26,-6.928572,107.628559,35.4,0.6555582004284695,19.68,45.156666666666666,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,31.55,68.8,43.93,0.7166666666666668,0.0,25.0,1.761111111111111,Wet,1,12,26,-6.928572,107.628559,38.43,0.7022034275539729,24.67,50.123333333333335,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,29.2,74.2,51.48,0.7916666666666661,0.0,41.5,1.8333333333333333,Wet,1,15,26,-6.928572,107.628559,36.62,0.5564024390243902,21.78,44.24,1
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.36,89.6,51.79,0.4499999999999993,0.0,43.4,1.6555555555555554,Wet,1,18,26,-6.928572,107.628559,32.32,0.4425080507671907,14.4,35.11000000000001,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.57,86.2,48.71,0.2499999999999991,0.0,45.4,1.525,Wet,1,21,26,-6.928572,107.628559,33.19,0.4942667471333735,15.95,38.07666666666666,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,23.58,86.6,61.23,0.6749999999999989,3.59,55.4,1.5027777777777778,Wet,1,0,26,-6.928572,107.628559,32.239999999999995,0.3789169210991483,14.919999999999998,33.11000000000001,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,25.1,88.3,60.33,0.0499999999999989,0.0,63.6,1.4194444444444445,Wet,1,3,26,-6.928572,107.628559,33.93,0.4092613729007011,16.270000000000003,33.85666666666667,0
3000,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,24.83,83.4,65.33,0.1833333333333326,6.51,54.6,0.8805555555555555,Wet,1,6,26,-6.928572,107.628559,33.17,0.3743404191165385,16.49,33.64333333333333,0
