timestamp,sensor_id,location_id,temperature_c,humidity_pct,soil_moisture_pct,ph,light_lux,watering_amount_liters,future_height_cm,growth_rate,disease_name,disease_risk,yield_kg
2026-01-01 03:00:00,S2017,2017,24.87,85.1,77.93,7.1,0,0.0,18.52,0.24,none,38.05,0.78
2026-01-01 03:00:00,S2007,2007,23.47,92.5,51.12,6.46,0,0.0,12.48,0.24,none,30.56,0.85
2026-01-01 03:00:00,S2009,2009,24.82,84.4,44.51,6.36,1971,0.0,19.61,0.35,none,20.78,0.56
2026-01-01 03:00:00,S2010,2010,23.88,92.7,63.84,6.87,0,0.0,17.81,0.42,none,37.08,4.08
2026-01-01 06:00:00,S2000,2000,25.67,89.7,51.7,6.54,0,0.0,11.25,0.42,none,28.61,2.88
2026-01-01 06:00:00,S2018,2018,23.43,87.7,54.95,6.24,2358,0.0,17.8,0.31,none,28.64,1.92
2026-01-01 06:00:00,S2010,2010,22.77,97.1,55.24,6.05,0,0.0,17.81,0.42,none,36.3,4.52
2026-01-01 06:00:00,S2009,2009,22.79,84.9,50.69,6.58,1941,0.0,19.61,0.35,none,24.27,0.47
2026-01-01 06:00:00,S2011,2011,23.65,89.7,66.31,6.98,681,0.0,13.81,0.28,none,35.92,2.52
2026-01-01 06:00:00,S2001,2001,24.51,86.0,68.97,7.07,0,0.0,8.5,0.28,none,34.28,2.65
2026-01-01 06:00:00,S2012,2012,24.51,85.8,69.54,6.38,969,0.0,14.84,0.24,none,34.41,0.54
2026-01-01 06:00:00,S2006,2006,22.77,88.1,54.73,6.87,0,0.0,8.11,0.28,none,28.84,2.44
2026-01-01 06:00:00,S2003,2003,24.35,81.4,54.58,6.46,0,0.0,7.17,0.31,none,23.41,1.29
2026-01-01 06:00:00,S2019,2019,23.91,85.3,75.91,6.48,856,0.0,7.45,0.35,none,37.19,0.58
2026-01-01 06:00:00,S2008,2008,22.84,94.7,68.52,6.34,0,0.0,24.65,0.31,none,41.02,1.77
2026-01-01 06:00:00,S2014,2014,23.28,94.2,53.24,6.4,0,0.0,26.76,0.35,none,32.98,0.49
2026-01-01 06:00:00,S2017,2017,25.5,84.8,46.93,6.23,0,0.0,18.52,0.24,none,22.3,0.84
2026-01-01 06:00:00,S2004,2004,23.86,83.0,82.67,6.65,0,0.0,17.77,0.35,none,38.73,0.48
2026-01-01 06:00:00,S2005,2005,23.99,81.9,75.69,6.26,0,0.0,23.98,0.42,none,34.37,3.45
2026-01-01 06:00:00,S2013,2013,24.21,91.8,68.63,6.3,1706,0.0,23.75,0.31,none,38.75,1.91
2026-01-01 06:00:00,S2016,2016,23.6,90.7,65.41,7.18,0,0.0,11.87,0.28,none,36.27,1.87
2026-01-01 06:00:00,S2007,2007,23.29,89.6,70.18,6.38,0,0.0,12.48,0.24,none,37.77,0.74
2026-01-01 06:00:00,S2002,2002,23.54,87.2,58.97,6.97,0,0.0,6.68,0.24,none,30.25,0.71
2026-01-01 06:00:00,S2015,2015,25.03,91.4,58.67,6.67,2365,0.0,14.87,0.42,none,33.46,4.11
2026-01-01 09:00:00,S2000,2000,29.88,80.2,54.92,7.15,68947,0.0,11.25,0.42,none,24.38,4.64
2026-01-01 09:00:00,S2003,2003,27.57,79.3,42.05,6.21,69883,0.0,7.17,0.31,none,15.46,1.96
2026-01-01 09:00:00,S2017,2017,29.84,71.3,59.53,6.84,72219,0.0,18.52,0.24,none,19.48,0.56
2026-01-01 09:00:00,S2009,2009,30.53,74.2,51.89,6.66,71262,0.0,19.59,0.347,none,19.37,0.46
2026-01-01 09:00:00,S2008,2008,29.4,76.3,46.73,6.04,71379,0.0,24.65,0.31,none,16.2,1.5
2026-01-01 09:00:00,S2012,2012,29.84,76.3,53.46,6.3,69427,0.0,14.84,0.24,none,20.45,0.78
2026-01-01 09:00:00,S2014,2014,29.82,72.1,40.37,6.96,72204,2.37,26.76,0.35,none,10.5,0.47
2026-01-01 09:00:00,S2013,2013,29.67,80.1,41.26,6.67,72137,0.0,23.75,0.31,none,17.05,1.59
2026-01-01 09:00:00,S2010,2010,28.95,71.8,52.8,7.15,69474,0.0,17.81,0.42,none,14.84,3.26
2026-01-01 09:00:00,S2016,2016,29.12,76.3,52.44,6.88,69283,0.0,11.87,0.28,none,18.5,2.63
2026-01-01 09:00:00,S2006,2006,30.14,71.0,53.32,6.35,71216,0.0,8.11,0.279,none,16.74,2.84
2026-01-01 09:00:00,S2019,2019,29.93,76.5,43.52,6.78,72884,0.0,7.45,0.35,none,15.82,0.43
2026-01-01 09:00:00,S2005,2005,27.73,81.5,39.41,7.14,69664,2.34,23.98,0.42,none,15.91,3.08
2026-01-01 09:00:00,S2004,2004,27.42,78.0,49.06,7.13,72158,0.0,17.77,0.35,none,17.93,0.58
2026-01-01 09:00:00,S2011,2011,28.92,79.1,58.52,6.36,70752,0.0,13.81,0.28,none,23.54,2.32
2026-01-01 09:00:00,S2015,2015,27.55,80.4,36.32,6.77,68677,1.6,14.87,0.42,none,13.48,4.08
2026-01-01 09:00:00,S2002,2002,28.78,73.2,44.01,7.14,71371,0.0,6.68,0.24,none,11.57,0.54
2026-01-01 09:00:00,S2018,2018,29.35,72.1,44.79,6.99,72679,0.0,17.8,0.31,none,11.77,1.93
2026-01-01 09:00:00,S2001,2001,27.56,79.4,45.42,6.3,71800,0.0,8.5,0.28,none,17.23,1.99
2026-01-01 09:00:00,S2007,2007,29.4,76.2,45.75,6.54,69979,0.0,12.48,0.24,none,15.64,0.84
2026-01-01 12:00:00,S2014,2014,31.71,68.9,38.52,7.14,97601,2.52,26.7,0.342,none,10.8,0.56
2026-01-01 12:00:00,S2003,2003,29.93,71.5,35.41,7.01,98957,1.73,7.17,0.31,none,7.76,1.76
2026-01-01 12:00:00,S2008,2008,30.68,69.6,43.48,6.29,98542,2.34,24.63,0.307,none,11.78,1.69
2026-01-01 12:00:00,S2019,2019,31.24,72.5,42.65,6.36,99932,1.62,7.41,0.344,none,14.8,0.54
2026-01-01 12:00:00,S2001,2001,31.02,79.8,44.66,6.32,98927,0.0,8.47,0.276,none,21.21,2.73
2026-01-01 12:00:00,S2015,2015,31.78,75.1,35.56,6.41,99633,1.75,14.8,0.41,none,14.42,4.38
2026-01-01 12:00:00,S2006,2006,30.95,73.1,45.92,6.32,98907,0.0,8.08,0.276,none,16.34,2.63
2026-01-01 12:00:00,S2016,2016,30.65,71.4,44.73,7.06,97869,0.0,11.85,0.278,none,13.79,2.6
2026-01-01 12:00:00,S2012,2012,30.61,74.6,44.3,6.83,101131,0.0,14.83,0.238,none,16.05,0.56
2026-01-01 12:00:00,S2010,2010,31.96,68.1,60.43,7.07,98507,0.0,17.73,0.409,none,21.61,2.98
2026-01-01 12:00:00,S2007,2007,32.0,72.9,40.11,6.26,102249,2.52,12.43,0.233,none,15.38,0.79
2026-01-01 12:00:00,S2005,2005,31.74,69.1,39.88,6.45,99431,2.48,23.91,0.41,none,11.7,3.71
2026-01-01 12:00:00,S2013,2013,32.43,69.8,38.11,6.71,100693,2.59,23.68,0.3,none,12.75,1.62
2026-01-01 12:00:00,S2011,2011,31.36,67.4,48.09,6.11,97685,0.0,13.77,0.275,none,13.69,2.26
2026-01-01 12:00:00,S2018,2018,29.71,71.9,39.5,6.52,99364,2.42,17.8,0.31,none,9.69,1.38
2026-01-01 12:00:00,S2009,2009,30.5,77.8,32.62,6.84,98723,2.66,19.55,0.341,none,12.55,0.47
2026-01-01 12:00:00,S2002,2002,31.28,71.9,42.12,6.66,100075,1.58,6.65,0.236,none,14.14,0.72
2026-01-01 12:00:00,S2004,2004,32.26,67.5,38.13,6.26,98048,2.45,17.69,0.339,none,10.58,0.46
2026-01-01 12:00:00,S2000,2000,31.23,74.8,41.05,6.51,101353,1.64,11.2,0.413,none,15.82,4.17
2026-01-01 12:00:00,S2017,2017,31.56,70.1,46.2,6.66,98985,0.0,18.48,0.235,none,15.3,0.61
2026-01-01 15:00:00,S2001,2001,27.95,82.4,50.25,6.02,71093,0.0,8.5,0.28,none,22.05,2.2
2026-01-01 15:00:00,S2013,2013,29.05,82.2,69.78,6.54,71036,0.0,23.75,0.31,none,31.75,1.25
2026-01-01 15:00:00,S2002,2002,28.42,78.8,46.93,7.04,69733,0.0,6.68,0.24,none,17.5,0.53
2026-01-01 15:00:00,S2009,2009,29.26,79.0,51.96,6.95,72585,0.0,19.61,0.35,none,20.7,0.43
2026-01-01 15:00:00,S2011,2011,28.29,82.4,38.75,6.64,70981,2.35,13.81,0.28,none,16.3,2.96
2026-01-01 15:00:00,S2008,2008,29.34,75.4,53.17,6.01,68463,0.0,24.65,0.31,none,18.59,1.29
2026-01-01 15:00:00,S2005,2005,27.95,73.0,40.63,6.17,71763,0.0,23.98,0.42,none,9.72,4.71
2026-01-01 15:00:00,S2000,2000,28.95,78.6,38.19,6.4,68788,1.61,11.25,0.42,none,12.97,3.74
2026-01-01 15:00:00,S2007,2007,27.76,79.2,37.11,6.39,72139,2.38,12.48,0.24,none,12.92,0.62
2026-01-01 15:00:00,S2015,2015,28.69,79.7,69.42,6.65,68210,0.0,14.87,0.42,none,29.47,3.97
2026-01-01 15:00:00,S2014,2014,29.76,74.5,42.14,6.18,72349,0.0,26.76,0.35,none,13.19,0.38
2026-01-01 15:00:00,S2006,2006,30.31,69.5,48.83,6.88,72064,0.0,8.1,0.279,none,13.63,2.18
2026-01-01 15:00:00,S2003,2003,28.26,75.9,44.35,6.72,69617,0.0,7.17,0.31,none,13.9,1.5
2026-01-01 15:00:00,S2010,2010,29.02,76.3,41.83,6.72,70332,0.0,17.81,0.42,none,12.99,4.26
2026-01-01 15:00:00,S2018,2018,27.98,82.5,46.07,6.27,69681,0.0,17.8,0.31,none,20.04,1.9
2026-01-01 15:00:00,S2012,2012,29.56,75.2,38.31,6.47,69885,2.4,14.84,0.24,none,11.44,0.63
2026-01-01 15:00:00,S2004,2004,28.28,79.3,57.29,6.61,69592,0.0,17.77,0.35,none,23.08,0.44
2026-01-01 15:00:00,S2019,2019,28.01,76.4,48.16,6.43,68726,0.0,7.45,0.35,none,16.2,0.6
2026-01-01 15:00:00,S2017,2017,30.56,77.9,41.91,6.95,68428,2.38,18.51,0.238,none,17.39,0.69
2026-01-01 15:00:00,S2016,2016,30.14,71.2,47.66,7.17,70657,0.0,11.87,0.279,none,14.07,1.84
2026-01-01 18:00:00,S2016,2016,24.59,85.7,46.61,6.11,0,0.0,11.87,0.28,none,22.87,2.58
2026-01-01 18:00:00,S2004,2004,25.19,89.2,57.92,6.33,993,0.0,17.77,0.35,none,31.32,0.61
2026-01-01 18:00:00,S2010,2010,25.49,84.5,62.99,6.85,0,0.0,17.81,0.42,none,30.1,3.91
2026-01-01 18:00:00,S2002,2002,22.33,88.8,62.19,7.12,355,0.0,6.68,0.24,none,33.13,0.63
2026-01-01 18:00:00,S2018,2018,23.84,91.4,55.46,6.33,2337,0.0,17.8,0.31,none,31.85,1.8
2026-01-01 18:00:00,S2017,2017,23.45,85.4,60.5,6.94,0,0.0,18.52,0.24,none,29.57,0.63
2026-01-01 18:00:00,S2011,2011,23.76,88.4,72.09,6.51,1039,0.0,13.81,0.28,none,37.77,2.8
2026-01-01 18:00:00,S2013,2013,23.31,83.8,54.14,6.46,1463,0.0,23.75,0.31,none,25.11,1.43
2026-01-01 18:00:00,S2014,2014,24.33,82.9,54.59,6.68,1193,0.0,26.76,0.35,none,24.62,0.47
2026-01-01 18:00:00,S2005,2005,23.58,92.0,55.42,6.82,857,0.0,23.98,0.42,none,32.31,2.91
2026-01-01 18:00:00,S2000,2000,22.48,91.2,72.39,7.2,0,0.0,11.25,0.42,none,40.16,4.09
2026-01-01 18:00:00,S2009,2009,23.08,94.4,58.46,6.04,0,0.0,19.61,0.35,none,35.75,0.42
2026-01-01 18:00:00,S2012,2012,25.19,80.5,52.84,6.19,1379,0.0,14.84,0.24,none,21.82,0.61
2026-01-01 18:00:00,S2007,2007,23.21,91.0,63.69,6.69,72,0.0,12.48,0.24,none,35.64,0.68
2026-01-01 18:00:00,S2006,2006,23.12,93.1,54.03,6.24,530,0.0,8.11,0.28,none,32.49,2.25
2026-01-01 18:00:00,S2015,2015,22.6,86.3,54.74,6.29,0,0.0,14.87,0.42,none,27.41,3.71
2026-01-01 18:00:00,S2019,2019,24.27,88.0,64.95,6.56,0,0.0,7.45,0.35,none,33.88,0.4
2026-01-01 18:00:00,S2003,2003,23.99,87.3,49.55,6.58,78,0.0,7.17,0.31,none,25.61,1.88
2026-01-01 18:00:00,S2008,2008,22.73,88.7,49.42,6.13,2304,0.0,24.65,0.31,none,26.67,1.93
2026-01-01 18:00:00,S2001,2001,24.22,86.2,51.91,6.29,0,0.0,8.5,0.28,none,25.92,2.42
2026-01-01 21:00:00,S2017,2017,22.6,89.6,62.99,6.27,1620,0.0,18.52,0.24,none,34.17,0.57
2026-01-01 21:00:00,S2002,2002,24.46,83.9,56.34,6.68,369,0.0,6.68,0.24,none,26.29,0.85
2026-01-01 21:00:00,S2001,2001,25.17,89.6,51.74,6.1,0,0.0,8.5,0.28,none,28.55,2.31
2026-01-01 21:00:00,S2008,2008,24.77,88.4,61.61,7.04,1265,0.0,24.65,0.31,none,32.53,1.28
2026-01-01 21:00:00,S2019,2019,25.57,84.1,62.16,7.06,195,0.0,7.45,0.35,none,29.36,0.45
2026-01-01 21:00:00,S2013,2013,24.79,83.6,72.42,6.35,0,0.0,23.75,0.31,none,34.09,1.87
2026-01-01 21:00:00,S2015,2015,23.22,92.5,61.71,6.18,2315,0.0,14.87,0.42,none,35.86,2.97
2026-01-01 21:00:00,S2004,2004,25.16,88.6,57.51,6.12,0,0.0,17.77,0.35,none,30.63,0.6
2026-01-01 21:00:00,S2014,2014,25.09,86.2,54.24,6.96,1005,0.0,26.76,0.35,none,27.08,0.44
2026-01-01 21:00:00,S2010,2010,22.62,90.3,74.5,6.68,195,0.0,17.81,0.42,none,40.49,3.75
2026-01-01 21:00:00,S2016,2016,25.11,84.2,60.86,6.07,0,0.0,11.87,0.28,none,28.79,2.12
2026-01-01 21:00:00,S2012,2012,22.99,88.2,52.25,6.25,0,0.0,14.84,0.24,none,27.69,0.81
2026-01-01 21:00:00,S2018,2018,24.42,85.0,57.18,6.14,0,0.0,17.8,0.31,none,27.59,1.51
2026-01-01 21:00:00,S2000,2000,22.22,90.6,68.62,7.02,0,0.0,11.25,0.42,none,37.79,3.16
2026-01-01 21:00:00,S2003,2003,23.09,84.7,52.64,6.29,0,0.0,7.17,0.31,none,25.08,1.25
2026-01-01 21:00:00,S2006,2006,24.61,83.3,53.98,6.56,1323,0.0,8.11,0.28,none,24.63,1.92
2026-01-01 21:00:00,S2009,2009,22.5,91.0,47.83,7.15,0,0.0,19.61,0.35,none,27.71,0.49
2026-01-01 21:00:00,S2005,2005,23.55,94.2,67.51,7.04,0,0.0,23.98,0.42,none,40.12,3.83
2026-01-01 21:00:00,S2011,2011,23.23,85.7,51.62,6.18,0,0.0,13.81,0.28,none,25.37,2.11
2026-01-01 21:00:00,S2007,2007,23.21,89.2,53.96,6.27,0,0.0,12.48,0.24,none,29.34,0.54
2026-01-02 00:00:00,S2006,2006,22.87,90.6,65.62,6.46,1336,0.0,8.4,0.28,none,36.29,2.29
2026-01-02 00:00:00,S2014,2014,23.1,94.5,49.35,6.55,913,0.0,27.11,0.35,none,31.28,0.48
2026-01-02 00:00:00,S2010,2010,24.07,94.9,69.36,6.25,2102,0.0,18.18,0.42,none,41.6,4.7
2026-01-02 00:00:00,S2009,2009,24.07,81.2,68.23,6.55,0,0.0,19.95,0.35,none,30.08,0.41
2026-01-02 00:00:00,S2005,2005,24.42,92.1,48.65,7.12,2142,0.0,24.45,0.42,none,29.0,3.88
2026-01-02 00:00:00,S2013,2013,24.88,91.4,64.76,6.11,0,0.0,24.02,0.31,none,36.5,1.83
2026-01-02 00:00:00,S2007,2007,25.44,83.0,54.66,6.21,1321,0.0,12.74,0.24,none,24.73,0.54
2026-01-02 00:00:00,S2017,2017,23.21,90.4,52.21,6.31,124,0.0,18.77,0.24,none,29.43,0.59
2026-01-02 00:00:00,S2002,2002,24.53,85.4,52.98,6.06,2278,0.0,6.92,0.24,none,25.81,0.56
2026-01-02 00:00:00,S2011,2011,24.81,82.7,53.57,6.11,316,0.0,14.12,0.28,none,23.95,2.8
2026-01-02 00:00:00,S2019,2019,25.74,85.9,62.07,6.58,0,0.0,7.84,0.35,none,30.76,0.46
2026-01-02 00:00:00,S2018,2018,24.07,86.8,69.96,6.81,15,0.0,18.13,0.31,none,35.42,1.48
2026-01-02 00:00:00,S2015,2015,24.72,83.0,51.74,6.31,0,0.0,15.24,0.42,none,23.27,4.61
2026-01-02 00:00:00,S2001,2001,23.21,93.9,60.41,6.02,972,0.0,8.81,0.28,none,36.33,2.95
2026-01-02 00:00:00,S2012,2012,22.85,86.4,58.46,7.02,1044,0.0,15.11,0.24,none,29.35,0.6
2026-01-02 00:00:00,S2008,2008,24.86,89.7,84.83,6.73,327,0.0,25.0,0.31,fungal_leaf_spot,45.18,1.51
2026-01-02 00:00:00,S2016,2016,23.67,91.2,64.42,6.08,1616,0.0,12.13,0.28,none,36.17,2.89
2026-01-02 00:00:00,S2000,2000,25.34,86.2,50.28,6.75,627,0.0,11.63,0.42,none,25.1,3.42
2026-01-02 00:00:00,S2003,2003,22.96,90.0,53.6,6.0,815,0.0,7.47,0.31,none,29.8,1.63
2026-01-02 00:00:00,S2004,2004,24.48,90.3,72.42,7.13,17,0.0,18.07,0.35,none,39.45,0.44
2026-01-02 03:00:00,S2014,2014,22.78,95.0,57.62,6.26,0,0.0,27.09,0.35,none,35.81,0.59
2026-01-02 03:00:00,S2001,2001,22.97,86.4,45.08,6.74,1119,0.0,8.78,0.28,none,22.66,2.13
2026-01-02 03:00:00,S2016,2016,22.93,84.5,56.42,6.59,345,0.0,12.14,0.28,none,26.81,1.85
2026-01-02 03:00:00,S2013,2013,23.92,83.7,56.68,7.01,1479,0.0,24.09,0.31,none,26.3,1.27
2026-01-02 03:00:00,S2017,2017,24.77,90.1,68.24,7.13,41,0.0,18.77,0.24,none,37.2,0.54
2026-01-02 03:00:00,S2004,2004,24.81,86.8,62.33,6.14,0,0.0,18.14,0.35,none,31.6,0.53
2026-01-02 03:00:00,S2006,2006,24.44,84.1,66.81,6.83,1009,0.0,8.39,0.28,none,31.68,2.52
2026-01-02 03:00:00,S2018,2018,24.79,90.3,52.24,6.14,0,0.0,18.07,0.31,none,29.36,1.79
2026-01-02 03:00:00,S2007,2007,23.54,88.8,48.09,6.29,1899,0.0,12.74,0.24,none,26.09,0.73
2026-01-02 03:00:00,S2003,2003,25.05,84.9,63.08,6.29,0,0.0,7.5,0.31,none,30.46,1.93
2026-01-02 03:00:00,S2019,2019,22.4,93.3,54.89,6.95,2393,0.0,7.75,0.35,none,33.09,0.56
2026-01-02 03:00:00,S2012,2012,23.58,92.5,65.35,6.2,1015,0.0,15.06,0.24,none,37.67,0.71
2026-01-02 03:00:00,S2005,2005,23.41,84.9,54.05,7.19,0,0.0,24.42,0.42,none,25.95,2.99
2026-01-02 03:00:00,S2008,2008,23.54,89.5,63.12,6.27,0,0.0,24.92,0.31,none,34.16,1.42
2026-01-02 03:00:00,S2000,2000,23.69,86.1,57.81,6.47,444,0.0,11.69,0.42,none,28.78,4.68
2026-01-02 03:00:00,S2009,2009,23.32,91.1,52.53,6.5,244,0.0,19.96,0.35,none,30.14,0.62
2026-01-02 03:00:00,S2015,2015,22.83,88.3,59.59,6.52,2298,0.0,15.3,0.42,none,31.44,3.43
2026-01-02 03:00:00,S2002,2002,24.34,86.3,51.26,6.25,2267,0.0,6.94,0.24,none,25.67,0.69
2026-01-02 03:00:00,S2011,2011,24.58,84.2,66.39,7.16,2095,0.0,14.06,0.28,none,31.56,2.54
2026-01-02 03:00:00,S2010,2010,22.53,90.4,89.92,6.78,0,0.0,18.29,0.42,fungal_leaf_spot,48.28,4.07
2026-01-02 06:00:00,S2019,2019,22.82,84.7,49.81,6.26,2336,0.0,7.76,0.35,none,23.67,0.42
2026-01-02 06:00:00,S2005,2005,24.76,84.3,63.14,6.02,671,0.0,24.46,0.42,none,30.01,4.69
2026-01-02 06:00:00,S2013,2013,23.2,84.2,51.53,6.59,2005,0.0,24.09,0.31,none,24.13,1.49
2026-01-02 06:00:00,S2010,2010,24.63,91.6,59.81,6.6,1626,0.0,18.27,0.42,none,34.19,4.4
2026-01-02 06:00:00,S2007,2007,23.69,91.9,50.05,6.94,827,0.0,12.71,0.24,none,29.55,0.75
2026-01-02 06:00:00,S2016,2016,25.0,80.8,45.33,6.53,2264,0.0,12.12,0.28,none,18.3,1.94
2026-01-02 06:00:00,S2018,2018,23.75,82.8,60.43,6.25,0,0.0,18.09,0.31,none,27.45,1.29
2026-01-02 06:00:00,S2017,2017,23.33,93.2,67.54,6.03,2176,0.0,18.76,0.24,none,39.33,0.81
2026-01-02 06:00:00,S2002,2002,22.57,89.5,57.01,6.16,0,0.0,6.91,0.24,none,31.11,0.77
2026-01-02 06:00:00,S2012,2012,23.89,82.1,47.28,6.92,2347,0.0,15.11,0.24,none,20.32,0.79
2026-01-02 06:00:00,S2015,2015,24.37,87.5,62.88,7.06,0,0.0,15.3,0.42,none,32.44,3.84
2026-01-02 06:00:00,S2003,2003,24.77,82.3,48.07,7.07,898,0.0,7.5,0.31,none,20.88,1.59
2026-01-02 06:00:00,S2004,2004,24.66,88.9,61.08,6.17,1178,0.0,18.12,0.35,none,32.66,0.56
2026-01-02 06:00:00,S2001,2001,22.12,94.1,62.86,6.8,0,0.0,8.76,0.28,none,37.71,2.61
2026-01-02 06:00:00,S2006,2006,24.39,91.7,52.9,6.97,1153,0.0,8.39,0.28,none,30.81,2.69
2026-01-02 06:00:00,S2011,2011,23.35,89.3,63.07,6.37,2250,0.0,14.1,0.28,none,33.97,2.5
2026-01-02 06:00:00,S2009,2009,24.98,86.4,52.99,6.01,0,0.0,19.93,0.35,none,26.62,0.51
2026-01-02 06:00:00,S2014,2014,22.74,94.7,55.67,7.15,0,0.0,27.13,0.35,none,34.6,0.5
2026-01-02 06:00:00,S2000,2000,25.0,87.7,57.99,6.84,666,0.0,11.69,0.42,none,30.16,2.94
2026-01-02 06:00:00,S2008,2008,24.06,85.3,51.77,6.81,0,0.0,24.97,0.31,none,25.12,1.98
2026-01-02 09:00:00,S2012,2012,29.83,79.3,39.96,6.37,71759,2.4,15.1,0.24,none,16.08,0.74
2026-01-02 09:00:00,S2016,2016,29.53,75.0,52.19,6.19,68350,0.0,12.13,0.28,none,18.16,2.85
2026-01-02 09:00:00,S2009,2009,29.17,81.8,42.45,6.68,70509,0.0,19.93,0.35,none,18.01,0.58
2026-01-02 09:00:00,S2010,2010,29.39,78.4,47.14,7.09,68835,0.0,18.26,0.42,none,18.07,4.25
2026-01-02 09:00:00,S2017,2017,30.17,73.3,37.45,6.79,69760,2.46,18.73,0.239,none,10.71,0.6
2026-01-02 09:00:00,S2007,2007,28.11,76.2,51.62,6.26,69899,0.0,12.7,0.24,none,17.77,0.65
2026-01-02 09:00:00,S2011,2011,28.88,71.7,44.54,7.07,69930,0.0,14.07,0.28,none,10.63,2.82
2026-01-02 09:00:00,S2003,2003,27.65,76.2,41.46,6.25,71722,0.0,7.49,0.31,none,12.69,1.58
